id,object_file,wind_speed,rotate_angle,num_iterations,resolution,drag_coefficient,moment_coefficient,lift_coefficient,front_lift_coefficient,rear_lift_coefficient,input_mesh_path,openfoam_mesh_path,pressure_field_mesh_path,streamlines_mesh_path
01b6vq5muyezfhw1tcaj4bjeh,object_67.obj,17,225,300,5,0.4811944,0.1700496,0.09334076,0.1994854,-0.1044532,data/train/000aqxyri7e530hb1gobr0waq/input_mesh.obj,data/train/11evzt82x33ed750pqv15cjct/openfoam_mesh.obj,data/train/013avbnssz1wasw21zovttao0/pressure_field_mesh.vtk,data/train/0bs6dzwuwnv3ui3q99c07kzj7/streamlines_mesh.ply
0gwnnw14ytmbz2x3ck3xt8hkf,object_447.obj,33,0,300,5,0.3483046,0.02827947,0.3587901,0.2841888,-0.08253908,data/train/0fkuqxb729e4jcwynw1pigytk/input_mesh.obj,data/train/0vdf50ck1xqy5n7yennjaasru/openfoam_mesh.obj,data/train/08ya0oumqzb7559g8jtc6gxk3/pressure_field_mesh.vtk,data/train/0e3eh4g6oq0ei6ymhkao50uxy/streamlines_mesh.ply
0e3eh4g6oq0ei6ymhkao50uxy,object_419.obj,15,271,300,5,0.6230207,0.08136247,0.08337714,0.1925252,-0.1951032,data/train/0u2dr5ykbto74a8voiad8ezv5/input_mesh.obj,data/train/0wr62tcmmbfih13bkq1w3nrv6/openfoam_mesh.obj,data/train/09aj3v6kdq4vo8429i39h2i89/pressure_field_mesh.vtk,data/train/049ui3pxjzmx60asb8zyxtgs3/streamlines_mesh.ply
0yww0mwiz6kjz5z5progbdeqb,object_21.obj,45,325,300,5,0.5203912,0.7674364,-0.1504889,0.8468892,-0.1387639,data/train/0jhwzenspf0z023vnydimp20w/input_mesh.obj,data/train/03fhjqhrmf5ek4n5heuf5if7k/openfoam_mesh.obj,data/train/0in6iwwk0u66nrq4bgtg1ypsf/pressure_field_mesh.vtk,data/train/075fyrkumqsx7tofmr3o0uwbr/streamlines_mesh.ply
002zrdgy063ngyckt61xktp0v,object_373.obj,33,180,300,5,0.5062605,0.3063322,0.05756084,0.8302819,0.08260095,data/train/12zmd4mcntb7h8mkuvgn1hsns/input_mesh.obj,data/train/0j844vi0o06i7p6z850zqj4rt/openfoam_mesh.obj,data/train/0j75j74od9eq4nbj9c8cs5ddg/pressure_field_mesh.vtk,data/train/0vdf50ck1xqy5n7yennjaasru/streamlines_mesh.ply
13p7eakpbtcavhmiqtsvrz2z1,object_233.obj,20,180,300,5,0.4489299,0.668151,0.07881719,-0.1623869,0.1247566,data/train/0vj2ehu3gdfb5izy9d00ht1id/input_mesh.obj,data/train/1302u7gtqtjv8xd3wdamecxh9/openfoam_mesh.obj,data/train/0vqph0y5z6dw5e10krpvjugqk/pressure_field_mesh.vtk,data/train/0dz7jgy5c63w7mfw24x9q4suf/streamlines_mesh.ply
0rjr18hiavp3rpdf4in99yzh7,object_207.obj,20,219,300,5,0.8563901,0.3496834,-0.2969645,1.471286,-0.3290046,data/train/0uueany9g3eup9whtm37goq82/input_mesh.obj,data/train/0okcukabp7eg2bix8pdht2b1g/openfoam_mesh.obj,data/train/0oxgc78k1pawthxbsgxxcrgmb/pressure_field_mesh.vtk,data/train/0kuejpa6r4u2aw2o4tqn9q96a/streamlines_mesh.ply
0rfs8d7sg39u9i5fp31to5d2k,object_83.obj,44,180,300,5,0.3104454,0.410735,0.147591,2.051924,-0.1287434,data/train/0669sug4cn3axwxnux0zp5sxt/input_mesh.obj,data/train/12uthqnei0m2fy4psd18kufdy/openfoam_mesh.obj,data/train/06shavwa2v3spxys0r0mcn9vh/pressure_field_mesh.vtk,data/train/0wu7vp772qb8z4zc1j0re53d0/streamlines_mesh.ply
07xkfz8e7z8m32k88fe0bb085,object_535.obj,15,291,300,5,0.4685323,0.05834654,0.855955,0.2731914,-0.09544199,data/train/0gf3hyexktnst23g9zs2j0ad9/input_mesh.obj,data/train/13sprfb8fk9ewb3mbgg5xzq4r/openfoam_mesh.obj,data/train/0ese3fws8xj3xxuj9n8fzd2mm/pressure_field_mesh.vtk,data/train/03d1aks0mwj14behyoi9hmr2n/streamlines_mesh.ply
0d85ywtwtw1wfy3326260bse0,object_557.obj,23,0,300,5,0.9767953,0.2413588,0.7583433,0.1340932,-0.2748878,data/train/0offd0ym56gthg185m23bakob/input_mesh.obj,data/train/0ucjg864vnor5ko9oewo4u65x/openfoam_mesh.obj,data/train/13p7eakpbtcavhmiqtsvrz2z1/pressure_field_mesh.vtk,data/train/0heodh7ygf2jqqopwczccddsj/streamlines_mesh.ply
036cpocbnjez2xuz3vj9hyo7c,object_250.obj,14,180,300,5,0.6541741,0.2720073,-0.4142085,-0.05233805,-0.01727009,data/train/0dgyytu1z0a8pwhp05azttd30/input_mesh.obj,data/train/0jrezfvuu0oar3j31wnik458n/openfoam_mesh.obj,data/train/12fptmquk5jim0q3otkm7j65k/pressure_field_mesh.vtk,data/train/0y4iubn8hpqeegrc0hdjhh9qd/streamlines_mesh.ply
0k25aht1fpbs80jrda8qphize,object_400.obj,25,334,300,5,0.6676423,0.066749,-0.1006209,0.1419937,-0.1714804,data/train/0zk7gy5qzttjz6hwust2tfvvw/input_mesh.obj,data/train/0kfa2jhjce85270qf6qzumbe0/openfoam_mesh.obj,data/train/0ndr5w92k6w56pb4g6r8yxrq1/pressure_field_mesh.vtk,data/train/0opsh0ivr4v6xasun93hyi222/streamlines_mesh.ply
0zk7gy5qzttjz6hwust2tfvvw,object_529.obj,41,0,300,5,0.661968,0.3370521,0.2467383,0.4641201,-0.1490707,data/train/0tjqb3om3nnv2qxp45vxpb4oe/input_mesh.obj,data/train/0oj2q0cyzza7gcmwpg5de6s7v/openfoam_mesh.obj,data/train/0j844vi0o06i7p6z850zqj4rt/pressure_field_mesh.vtk,data/train/0kfa2jhjce85270qf6qzumbe0/streamlines_mesh.ply
0imtq5snozp1t3bq3zwbpjwez,object_284.obj,48,180,300,5,0.1967025,0.1660785,0.5357348,0.1889998,-0.3012112,data/train/0jgxaeq53b72znvkjdrxf8j0c/input_mesh.obj,data/train/01b6vq5muyezfhw1tcaj4bjeh/openfoam_mesh.obj,data/train/0r156upbmqojyk8szke5wceaq/pressure_field_mesh.vtk,data/train/12xr9u653xua1fe4rtgtjqoax/streamlines_mesh.ply
04v47xqmunos6ygec94h95v88,object_473.obj,15,0,300,5,0.2552732,0.1238854,-0.3221563,-0.08002785,0.2383077,data/train/04tmtwmd1woj11xcnct2yfzf3/input_mesh.obj,data/train/02evr3e2marhia7k1s7h6j59m/openfoam_mesh.obj,data/train/11d0z3vb5pbohkrfo6isegctn/pressure_field_mesh.vtk,data/train/08ya0oumqzb7559g8jtc6gxk3/streamlines_mesh.ply
05uqhxxecqe4g0wxsckftteg5,object_60.obj,23,71,300,5,0.56581,0.1721501,0.2083325,0.5297449,-0.2201879,data/train/0utdbvizsewxo5gdu6kvxnxea/input_mesh.obj,data/train/0utdbvizsewxo5gdu6kvxnxea/openfoam_mesh.obj,data/train/0wr65p0ykx3tvp9xequ4u0qnn/pressure_field_mesh.vtk,data/train/0e4ebgbfb98mvrm88af1fyafg/streamlines_mesh.ply
0b20o8oobc0950rh165ythy2b,object_121.obj,28,48,300,5,1.173981,0.2240975,-0.06618404,1.215369,-0.2370173,data/train/0cfh6trpgbqbebt37h3cfbhgd/input_mesh.obj,data/train/0nixq7m1mtcm10eef40xxs5q0/openfoam_mesh.obj,data/train/081qsichtihnonar6o3atdqdy/pressure_field_mesh.vtk,data/train/07cdwao44jyzrqpszjjyfegzw/streamlines_mesh.ply
0eo5o39m41ovmkd0n2mfds74k,object_219.obj,20,88,300,5,0.7805141,0.4049231,0.2645781,0.7356731,-0.06923089,data/train/0z4k5waezc0q82j4fwh4sck9x/input_mesh.obj,data/train/0nvji0j78g5u31uwxk7cqi2dx/openfoam_mesh.obj,data/train/130vqs06cq6c1y4976a47zfi9/pressure_field_mesh.vtk,data/train/0ufv8eg7nmcpxsbr1mwj867jv/streamlines_mesh.ply
05fhyz5bmyd7n0qi6u9cj1rod,object_10.obj,20,0,300,5,0.3566957,0.2044166,0.7466616,0.07417642,-0.1029351,data/train/139efagc61atd1qvrnm7gnbvm/input_mesh.obj,data/train/0uv7r1dzdvyrp1g9q59v56c3q/openfoam_mesh.obj,data/train/0f1sedmcryv3z9ry45mp28yeb/pressure_field_mesh.vtk,data/train/0e4x4zs796gt2sdjxxen14cfj/streamlines_mesh.ply
12a24t9oy3bzviyedmx9houwz,object_179.obj,14,22,300,5,0.4087409,0.09918609,-0.072514,0.2323805,-0.185191,data/train/02b5831uijz64q904kzbbjqu4/input_mesh.obj,data/train/0bwdx3qjoguy9do9tr96hbrwq/openfoam_mesh.obj,data/train/0xxezx5o10dmbv6wjveqf0ucg/pressure_field_mesh.vtk,data/train/0qwp19k0shkjif0okmdqq0m5b/streamlines_mesh.ply
02ei5bv88w41un421gquo38up,object_451.obj,24,180,300,5,0.5558338,0.1878903,0.3646784,0.2027522,-0.007092325,data/train/0ch8fk6ni7hr1mvv7rx1k08ac/input_mesh.obj,data/train/01wu9az1iymjp6k6dny2ktyn5/openfoam_mesh.obj,data/train/140a0r7kydzzmh79048cynwty/pressure_field_mesh.vtk,data/train/0zj3ynyf6hyk9eyh1djj0vex5/streamlines_mesh.ply
074jiq3mztofxdrgb7eguqp09,object_655.obj,17,9,300,5,0.5706102,0.08079755,0.6955598,0.0735125,-0.1347609,data/train/0b7u239cvhnop94fv1wcp4thi/input_mesh.obj,data/train/0bnqa3t3sgiokgjbh47ige71q/openfoam_mesh.obj,data/train/0vjqhzg3v7in3nok83wdnpdvq/pressure_field_mesh.vtk,data/train/0z0ykffuajyjtic7omc9h5ic9/streamlines_mesh.ply
0ofhnfrbh745t5kpw90emwxsg,object_208.obj,24,334,300,5,0.6676131,0.09026199,0.1720977,0.2549001,-0.193647,data/train/02evr3e2marhia7k1s7h6j59m/input_mesh.obj,data/train/060i0ctsr5j5o2180d8bgabhu/openfoam_mesh.obj,data/train/0ya6wjj9k0m1cyjvowkgmxz6u/pressure_field_mesh.vtk,data/train/00d78shnamup02ihjqjmbsger/streamlines_mesh.ply
06uxnnyr0ynnmtg8972nmetu5,object_81.obj,23,92,300,5,0.3842812,0.09638842,0.8069833,0.2975053,0.04803366,data/train/0p761x08nsad6mgx2bpjy3qkx/input_mesh.obj,data/train/0nur9mxkq9ak7q5dnu3mbkaxu/openfoam_mesh.obj,data/train/0hhbsx811nfjxhekyjnfqm6is/pressure_field_mesh.vtk,data/train/08oyw44xh3zuvr0hjiipiwgnu/streamlines_mesh.ply
0jxk9q9kba32t4mdbe07fye55,object_635.obj,17,322,300,5,0.2599252,0.2373998,0.2428016,0.324329,-0.03263488,data/train/020tujq10fpihk0yrej1faut2/input_mesh.obj,data/train/07xkfz8e7z8m32k88fe0bb085/openfoam_mesh.obj,data/train/07rev2432hc1kw6z0mtdb20r4/pressure_field_mesh.vtk,data/train/127ju00fxcrtzso5es8u9k83s/streamlines_mesh.ply
0rwdik5mmehvin70jtkeaxnc1,object_536.obj,11,0,300,5,0.976675,0.02043352,0.7757637,-0.01741224,-0.01226806,data/train/0ukp6tyd0q6xufr4p7hkgn9zm/input_mesh.obj,data/train/0cvx2eim6tsianqjicz9japgm/openfoam_mesh.obj,data/train/0bm9pjfhsrkaz5w4vpw3fngf2/pressure_field_mesh.vtk,data/train/0sk5g9y7tsiiw2xi93xbrcgm6/streamlines_mesh.ply
054huksut5yopyifpepw1jntg,object_353.obj,44,65,300,5,0.6533197,0.2440968,0.09514201,0.150386,-0.138925,data/train/004w2jcvhubfpn4n8gpavvfb2/input_mesh.obj,data/train/0kuejpa6r4u2aw2o4tqn9q96a/openfoam_mesh.obj,data/train/0td67ynk63m2kqdr71e4b248e/pressure_field_mesh.vtk,data/train/0bwdx3qjoguy9do9tr96hbrwq/streamlines_mesh.ply
0prj7ggiaiogtfsi0jehjt7ex,object_333.obj,35,130,300,5,0.5807251,0.2769964,0.0654591,-0.2693305,-0.0717268,data/train/0nur9mxkq9ak7q5dnu3mbkaxu/input_mesh.obj,data/train/0u61divnam9j1ow0vrj5c28ho/openfoam_mesh.obj,data/train/10j54yj53nb7rpoa88248upmj/pressure_field_mesh.vtk,data/train/046rb4xukjwwuct07e7cdr4vz/streamlines_mesh.ply
0wu7vp772qb8z4zc1j0re53d0,object_671.obj,40,180,300,5,0.2470691,-0.07253427,0.2239635,0.7460308,-0.02548182,data/train/0v035nt6qf80uegv8ph4n6jyf/input_mesh.obj,data/train/0offd0ym56gthg185m23bakob/openfoam_mesh.obj,data/train/12rsnmov1ybomp26nh9nknt58/pressure_field_mesh.vtk,data/train/0imtq5snozp1t3bq3zwbpjwez/streamlines_mesh.ply
0qwp19k0shkjif0okmdqq0m5b,object_349.obj,37,229,300,5,0.8004125,0.2779556,0.2298438,0.1082024,0.1394711,data/train/142jthaoy48y1fz5xit7vhu61/input_mesh.obj,data/train/0xpp9ooj17tuqmv3ti79en3nv/openfoam_mesh.obj,data/train/0vy137q9erksoqdanavii5ggp/pressure_field_mesh.vtk,data/train/04q2mz4qze7o0qod9oerf6jku/streamlines_mesh.ply
0pbyg8v96iyy8wawq3ih22wsn,object_438.obj,37,0,300,5,1.116123,0.3519643,-0.1916339,-0.02365772,-0.1826091,data/train/00gerc5pxp4wwzm5s6y688pwn/input_mesh.obj,data/train/0xijazb2o776nbeg5zoha7ctq/openfoam_mesh.obj,data/train/0ey2e13qimvdrh7j0yeihkqpw/pressure_field_mesh.vtk,data/train/0c8z1qz1ep0vdnnhqrpvh89dq/streamlines_mesh.ply
0mc77n6kvhd6sks3g3p8xj1x1,object_434.obj,49,294,300,5,0.7965293,0.1106651,0.5256566,0.1582452,-0.144084,data/train/0qgaasfwas78yq0f2o9kao1ee/input_mesh.obj,data/train/12rcxturn9numrtxoczcszzij/openfoam_mesh.obj,data/train/08s5og536pmrmjwo67zasypkr/pressure_field_mesh.vtk,data/train/0am6tscbq1049qhsq0sw0jrw6/streamlines_mesh.ply
08axumrudzjhvnm77mrngg7ix,object_35.obj,47,0,300,5,0.6746696,0.3530947,0.01375276,0.6470254,-0.08657425,data/train/05bpmqew25xj8sr1idyu3t6u3/input_mesh.obj,data/train/0nmfohsw46edm36kn9fiakhua/openfoam_mesh.obj,data/train/090b9jmsui04d2m65phry804f/pressure_field_mesh.vtk,data/train/0b5q0istamep5cakwqyikg0e1/streamlines_mesh.ply
07rev2432hc1kw6z0mtdb20r4,object_537.obj,31,180,300,5,0.282968,0.1783582,0.04696937,0.2633258,0.009693219,data/train/10tyu3xmy0sacvg0u3qb89mvy/input_mesh.obj,data/train/0izurc918d9v3j7ecx6thtdgm/openfoam_mesh.obj,data/train/0pbzye5naqfjpfv4hpxu8opic/pressure_field_mesh.vtk,data/train/0ra5ggknw4g8oucjh1fm8xeaj/streamlines_mesh.ply
03d1aks0mwj14behyoi9hmr2n,object_670.obj,18,162,300,5,0.8251822,0.167569,0.3385418,0.09329453,-0.1776717,data/train/0qjxsfcrzayp4n4nr8rjotpgf/input_mesh.obj,data/train/046rb4xukjwwuct07e7cdr4vz/openfoam_mesh.obj,data/train/0f54awnag5p77xafk6rsuqsc3/pressure_field_mesh.vtk,data/train/12a24t9oy3bzviyedmx9houwz/streamlines_mesh.ply
11evzt82x33ed750pqv15cjct,object_260.obj,17,14,300,5,0.7222689,0.1908429,0.1148123,0.1855365,-0.0688762,data/train/0wqxo44jad8v2syym1juby1ns/input_mesh.obj,data/train/0sq2s1jw6rs0cz8uefiqmer9n/openfoam_mesh.obj,data/train/11b8z5nkcp4f6rqw8hqxyaopk/pressure_field_mesh.vtk,data/train/0gwnnw14ytmbz2x3ck3xt8hkf/streamlines_mesh.ply
0jhwzenspf0z023vnydimp20w,object_281.obj,19,180,300,5,1.184328,0.1020886,-0.238111,0.2406813,-0.0467771,data/train/0hufds80r0dqertjj2ve79vgm/input_mesh.obj,data/train/0heqbfgtajs2f4zouc2ekpiyw/openfoam_mesh.obj,data/train/12noju878gvh4ukoamf9mm2y2/pressure_field_mesh.vtk,data/train/0tzjo4k9kuciha4ev54iy8hxu/streamlines_mesh.ply
140x0wzey7rc4x4g9fx58p7p6,object_493.obj,31,180,300,5,0.3116176,0.6510434,0.2869025,-0.2375813,-0.1471332,data/train/0wu7vp772qb8z4zc1j0re53d0/input_mesh.obj,data/train/0sk5g9y7tsiiw2xi93xbrcgm6/openfoam_mesh.obj,data/train/02b5831uijz64q904kzbbjqu4/pressure_field_mesh.vtk,data/train/03w8opiecsjq228mbsmfbt45w/streamlines_mesh.ply
0sseayg8k8frv7mwwtr0wmpbm,object_124.obj,41,0,300,5,0.3630464,0.0828069,-0.2968074,0.257318,-0.2059849,data/train/10hn6zok20sdcung907o9vnu2/input_mesh.obj,data/train/0xb3jxb5c95w4i8sc7jiat876/openfoam_mesh.obj,data/train/140x0wzey7rc4x4g9fx58p7p6/pressure_field_mesh.vtk,data/train/0kyf2gc7kdyrg7n5agnc2mofw/streamlines_mesh.ply
0u9mv5o0p4o65x2ur6e0k3ia0,object_618.obj,22,51,300,5,0.741249,0.08425542,0.821882,0.2838837,-0.003647937,data/train/0bm9pjfhsrkaz5w4vpw3fngf2/input_mesh.obj,data/train/0d4z07025eaekfogdmd5v89j0/openfoam_mesh.obj,data/train/0wupepp8dsvvhc1452okj6j1y/pressure_field_mesh.vtk,data/train/0z4k5waezc0q82j4fwh4sck9x/streamlines_mesh.ply
045kwzywtj3n9p0qv3cd2r83y,object_406.obj,28,180,300,5,0.284289,0.05152519,0.1391476,0.001677548,-0.1683967,data/train/0wozpr59pz5vjen7tkscjcwsa/input_mesh.obj,data/train/0wupepp8dsvvhc1452okj6j1y/openfoam_mesh.obj,data/train/09pf55k9zwsg7jihqndhinxc2/pressure_field_mesh.vtk,data/train/0z5qywan1yu2rjmnu2itjo717/streamlines_mesh.ply
0g3zyjdnhb85s4eig1j0yt5d2,object_328.obj,32,176,300,5,1.135407,0.1319802,0.8182129,0.2381665,-0.2652191,data/train/0605xogqn4jikyptgn6h98oga/input_mesh.obj,data/train/0e3eh4g6oq0ei6ymhkao50uxy/openfoam_mesh.obj,data/train/0rwcqpt5s0thdmhujz8y72ets/pressure_field_mesh.vtk,data/train/0m1bs2sn2d53a7qtmkp6otnaj/streamlines_mesh.ply
0ob1a4xmgbqn5gc65fabpkep7,object_221.obj,10,263,300,5,0.6414341,0.06191375,-0.005672237,0.2947045,0.00530228,data/train/0vjq8fxwqgszj6j1yvt6zf0mv/input_mesh.obj,data/train/0eu1f55fcr73b925g6q94ggi6/openfoam_mesh.obj,data/train/07di7bqn3qjqg6tonv6gg9618/pressure_field_mesh.vtk,data/train/0817mqdciqnu2bacw1kvzuoyw/streamlines_mesh.ply
07xant3m9qwoq42wgq7z4c7zv,object_354.obj,29,273,300,5,0.426046,0.3059456,0.3034502,-0.03048806,-0.2669111,data/train/0wr62tcmmbfih13bkq1w3nrv6/input_mesh.obj,data/train/0e6hhz2rign084cuh7sunn146/openfoam_mesh.obj,data/train/0fte9otbyadas3ssg2mehnuzh/pressure_field_mesh.vtk,data/train/0kpw3v22wv68bsnigscibc61d/streamlines_mesh.ply
08oyw44xh3zuvr0hjiipiwgnu,object_149.obj,45,0,300,5,0.2271325,0.3941673,0.1860816,0.3624982,-0.1125158,data/train/0hke7vebi3gmv0b7wofcooofz/input_mesh.obj,data/train/0n3b690bqs1krvfsq2htkg8v1/openfoam_mesh.obj,data/train/0xm8dvyx4imyybzcfemyv3ycn/pressure_field_mesh.vtk,data/train/0gbrbno8fdmxusuaqysvbr8w5/streamlines_mesh.ply
0yrhubvqogosqueth7ioyhyno,object_383.obj,36,135,300,5,0.3586441,0.1559933,0.002786844,0.03347399,-0.05269148,data/train/00f3o04wpygdeqk9sx95409df/input_mesh.obj,data/train/0tjqb3om3nnv2qxp45vxpb4oe/openfoam_mesh.obj,data/train/04q2mz4qze7o0qod9oerf6jku/pressure_field_mesh.vtk,data/train/12noju878gvh4ukoamf9mm2y2/streamlines_mesh.ply
0kcuympevcsgchhv6cbomky8n,object_293.obj,29,180,300,5,0.2736267,0.001359361,0.731649,0.1254043,-0.1014905,data/train/0kyf2gc7kdyrg7n5agnc2mofw/input_mesh.obj,data/train/04v47xqmunos6ygec94h95v88/openfoam_mesh.obj,data/train/06mrxkvid8jmbi352eioozwpr/pressure_field_mesh.vtk,data/train/0zydn8ghp4d91i55qbjb95qx1/streamlines_mesh.ply
06m8yvsvroswyc1bqwuifyf9h,object_254.obj,13,262,300,5,2.420489,0.09162416,0.02298427,0.427422,-0.1326827,data/train/0zo9boqv47t4vuc4zwwd5499o/input_mesh.obj,data/train/0kk2h1modt98g47ae0ndjxgw7/openfoam_mesh.obj,data/train/0y857gb6oicmu9nedhjzr8vdt/pressure_field_mesh.vtk,data/train/08urii5mhuze53spn7rw7q3zh/streamlines_mesh.ply
0z0ykffuajyjtic7omc9h5ic9,object_17.obj,49,347,300,5,0.7113612,0.117335,0.4024334,0.3188583,-0.08973761,data/train/0oj2q0cyzza7gcmwpg5de6s7v/input_mesh.obj,data/train/0dgyytu1z0a8pwhp05azttd30/openfoam_mesh.obj,data/train/0miu94oxrt9269kgynmt3dpaj/pressure_field_mesh.vtk,data/train/02fp4db1cfsvx0esqb7b0xv3t/streamlines_mesh.ply
0bnvkexn30nwbr22e0o9ya514,object_124.obj,40,237,300,5,0.9904555,0.1851426,1.492609,1.050184,-0.05517929,data/train/03w8opiecsjq228mbsmfbt45w/input_mesh.obj,data/train/0ibcdigrarje5icb8dqsckird/openfoam_mesh.obj,data/train/0byxyydapa17jv161ayeqp06u/pressure_field_mesh.vtk,data/train/0tv48jb5w1nu5k0hyuaajoi6r/streamlines_mesh.ply
11d071fy81m0tvqf13o3d28sy,object_652.obj,20,317,300,5,0.9060136,0.06257085,1.136006,0.09117541,-0.2932275,data/train/0epkc18o8u6y14obzfa3apeam/input_mesh.obj,data/train/0n0pnhuc0374d5p54qz5165zf/openfoam_mesh.obj,data/train/0d4z07025eaekfogdmd5v89j0/pressure_field_mesh.vtk,data/train/0kgfkp5dm85vk51cccie6w0u9/streamlines_mesh.ply
124scntspnqaeea5mymb25v09,object_656.obj,47,180,300,5,0.2577989,0.1858287,0.1689027,1.140919,-0.3426322,data/train/09uzciemvbauhv2hv5aj7gy00/input_mesh.obj,data/train/0dzp2vb3ng9nj4mgnbbtxwcen/openfoam_mesh.obj,data/train/0dag90ft29zmdxkt2sd4uccvo/pressure_field_mesh.vtk,data/train/0pbyg8v96iyy8wawq3ih22wsn/streamlines_mesh.ply
0vjqhzg3v7in3nok83wdnpdvq,object_630.obj,13,0,300,5,0.5870989,0.3211656,0.3347359,0.04191527,0.03882968,data/train/0c8z1qz1ep0vdnnhqrpvh89dq/input_mesh.obj,data/train/0piu90ucn6ip2vymo16cx4u4u/openfoam_mesh.obj,data/train/0vdf50ck1xqy5n7yennjaasru/pressure_field_mesh.vtk,data/train/11b8z5nkcp4f6rqw8hqxyaopk/streamlines_mesh.ply
1302u7gtqtjv8xd3wdamecxh9,object_328.obj,23,331,300,5,0.7846044,0.6819151,0.08324812,0.9161946,-0.01207949,data/train/0n0pnhuc0374d5p54qz5165zf/input_mesh.obj,data/train/12n14wrxm49twum3foynakojw/openfoam_mesh.obj,data/train/07qbub8uwr23m8ch3mb6ruof2/pressure_field_mesh.vtk,data/train/0nvji0j78g5u31uwxk7cqi2dx/streamlines_mesh.ply
0in6iwwk0u66nrq4bgtg1ypsf,object_62.obj,33,205,300,5,0.8068272,0.4090598,-0.2353823,0.3937186,-0.08754675,data/train/02i2x2r6jzdxj9tjxboi7vubf/input_mesh.obj,data/train/12noju878gvh4ukoamf9mm2y2/openfoam_mesh.obj,data/train/00yhcrnng8skrdmub1nevhk59/pressure_field_mesh.vtk,data/train/0edsy9bzsjnxb5zvtc90bsdmu/streamlines_mesh.ply
0hhbsx811nfjxhekyjnfqm6is,object_185.obj,30,0,300,5,0.313459,-0.06936005,0.05651656,-0.02747168,-0.2255281,data/train/0am6tscbq1049qhsq0sw0jrw6/input_mesh.obj,data/train/0t6yjn9448tcxgc963u51z5db/openfoam_mesh.obj,data/train/0xb3jxb5c95w4i8sc7jiat876/pressure_field_mesh.vtk,data/train/0k1f5puur6e96p54guiytoez2/streamlines_mesh.ply
09hiqnpecxdp678c7br47aksk,object_117.obj,21,271,300,5,0.7806492,0.2217165,0.2619082,0.2177034,-0.2546115,data/train/10xkosi4nmh0y78bbfo6xt8n8/input_mesh.obj,data/train/0i8t7edm75ugcs9zya6ajaeb7/openfoam_mesh.obj,data/train/0w9f5hs10ctkw085zhubphbak/pressure_field_mesh.vtk,data/train/0heqbfgtajs2f4zouc2ekpiyw/streamlines_mesh.ply
0dz7jgy5c63w7mfw24x9q4suf,object_253.obj,44,0,300,5,0.3253495,0.3388998,0.2521209,0.4129375,-0.1444713,data/train/0y4iubn8hpqeegrc0hdjhh9qd/input_mesh.obj,data/train/0bnnm68bfi7icdg7theixvm74/openfoam_mesh.obj,data/train/0gfh0hw2bbi2tkkqed1iicmo8/pressure_field_mesh.vtk,data/train/0tx93myk5xpc80rgkhpug60o1/streamlines_mesh.ply
0sk5g9y7tsiiw2xi93xbrcgm6,object_646.obj,37,208,300,5,0.8899102,-0.06337528,-0.08504099,0.2980751,0.03821173,data/train/033j86bzshvw737frxhx75sh0/input_mesh.obj,data/train/0nmyv3vvsxi1mhxutsd5u5f7k/openfoam_mesh.obj,data/train/0omyxiey4wu5rkqaky212445j/pressure_field_mesh.vtk,data/train/0omf1mg0152cut0tnfgvzy54n/streamlines_mesh.ply
0f255zg1nkgwa5xkxivdfb0y0,object_569.obj,41,352,300,5,0.3340494,0.6025061,0.1309399,0.03466253,-0.1059256,data/train/0wc57yqr3sy053wjn5dxqkczj/input_mesh.obj,data/train/0dag90ft29zmdxkt2sd4uccvo/openfoam_mesh.obj,data/train/0pbyg8v96iyy8wawq3ih22wsn/pressure_field_mesh.vtk,data/train/09v79ef1j6o9nvhnxr4bchop6/streamlines_mesh.ply
02evr3e2marhia7k1s7h6j59m,object_577.obj,42,356,300,5,0.2393401,0.04872718,0.1052669,-0.2754249,-0.0170826,data/train/0oc35aosxs44h30jae41ghntw/input_mesh.obj,data/train/054huksut5yopyifpepw1jntg/openfoam_mesh.obj,data/train/03qzkzufemgo0jp20cy367uti/pressure_field_mesh.vtk,data/train/08ehssyh57528az0eyupu8dv1/streamlines_mesh.ply
0605xogqn4jikyptgn6h98oga,object_332.obj,17,180,300,5,0.8079306,0.1312639,0.6895246,0.7171104,-0.1692327,data/train/10q6j6dw8rxwi4dn183pgmhbb/input_mesh.obj,data/train/003vurw8i737jtq78sf9nem5i/openfoam_mesh.obj,data/train/01qdr6n5xyjtefrmpcsq19ctz/pressure_field_mesh.vtk,data/train/01bjoyt7306iudiyyz7ho46th/streamlines_mesh.ply
0n7tbaygfud41swvq6t23sj2r,object_524.obj,43,107,300,5,0.9367693,0.1100575,-0.09995159,0.3755758,-0.1635744,data/train/03fhjqhrmf5ek4n5heuf5if7k/input_mesh.obj,data/train/05bpmqew25xj8sr1idyu3t6u3/openfoam_mesh.obj,data/train/029xr65ctz9c822hm4snurbsz/pressure_field_mesh.vtk,data/train/05k4zn08fxr0mbkxvnj14wxy5/streamlines_mesh.ply
04365r285pnw5242e3vdit74m,object_510.obj,35,291,300,5,0.3711317,0.1849894,0.8383987,1.280246,-0.194129,data/train/0kk2h1modt98g47ae0ndjxgw7/input_mesh.obj,data/train/06ewcm02b0zwczbq4i9guwtwv/openfoam_mesh.obj,data/train/0u6k066n4m70k5pesi1i6x1n2/pressure_field_mesh.vtk,data/train/0669sug4cn3axwxnux0zp5sxt/streamlines_mesh.ply
