model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
01-ai/Yi-1.5-9B,,24e1de07258925d5ddb52134b66e2eb0d698dc11,bfloat16,72.706,MistralForCausalLM,Original,FINISHED,2024-09-21 07:17:19,continuously pretrained,8465501,2024-10-17T06:08:55.862747,False,BlackBeenie
DeepAutoAI/Explore_Llama-3.1-8B-Inst,,1e6d2d17ebda8d70c1d332b85518467ebae27c87,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2025-01-11 06:24:30,fine-tuned,10060136,2025-01-14T15:14:35.391639,False,CombinHorizon
ContactDoctor/Bio-Medical-Llama-3-8B,,5be46c768d800447b82de41fdc9df2f8c43ba3c0,bfloat16,12.174,Qwen2ForCausalLM,Adapter,FAILED,2024-08-21 13:21:31,🤝 : 🤝 base merges and moerges,14019471,2025-03-10T03:01:26.131864,False,DavidAU
DUAL-GPO/zephyr-7b-ipo-0k-15k-i1,,36c9b3fd7196c6bac0fbe8f1e9c4f4fb3bcc993a,bfloat16,34.981,MllamaForConditionalGeneration,Original,FAILED,2024-10-25 11:15:45,fine-tuned,14694962,2025-02-28T13:27:05.520130,False,Daemontatox
CYFRAGOVPL/PLLuM-8x7B-base,,fb4bcd4b7eee363baacb4176a26cea2aaeb173f4,bfloat16,2.472,GPT2LMHeadModel,Original,FAILED,2025-02-13 06:14:38,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14745484,2025-02-28T13:35:04.108827,False,BoltMonkey
Aryanne/SHBA,,b961a89bf10cd5132d2fb1c03618e0078c853667,bfloat16,76.723,LlamaForCausalLM,Original,FINISHED,2024-08-12 08:37:28,fine-tuned,14689407,2024-07-17T09:25:26.104103,True,CombinHorizon
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,,e179a406ac0855b3b0e8806323e35bfa154653de,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-09-20 16:17:40,continuously pretrained,14745488,2024-12-07T05:23:34.450473,True,Daemontatox
BenevolenceMessiah/Reasoning-TIES-Coder-v1.1,,28b21c433dc11d24dbe570f3e53ae8354fca250f,bfloat16,6.738,LlamaForCausalLM,Original,FINISHED,2024-08-08 23:40:12,fine-tuned,8701460,2024-07-30T04:43:26.557381,False,yttria
CultriX/Qwen2.5-14B-Emergedv3,,46662d14130cfd34f7d90816540794f24a301f86,bfloat16,8.03,PhiForCausalLM,Original,FAILED,2025-01-14 15:09:52,🔶 : 🔶 fine-tuned on domain-specific datasets,10842460,2024-10-20T16:37:18.213783,False,
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,,225e3c0df87134f900511ec546b2ecc9e9dbef8d,bfloat16,3.397,LlamaForCausalLM,Original,FINISHED,2025-03-02 22:01:26,🔶 : 🔶 fine-tuned on domain-specific datasets,14753676,2025-02-27T10:32:41.240924,True,CombinHorizon
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML,,8e3b11520917ddb457cdabaf802a622e251b632b,bfloat16,7.294,Qwen2ForCausalLM,Original,FAILED,2025-02-28 13:05:41,chat,14692711,2024-11-19T22:29:14.391056,True,
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,,eab065cba5a7a9b08f8b264d61d504c4ecbb611b,bfloat16,8.414,Qwen2ForCausalLM,Original,FINISHED,2024-08-05 18:24:48,fine-tuned,8886803,2025-02-28T13:39:03.276085,True,
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,,cc94604b91fc38513ca61f11dd9e1de1c3cc3b3d,bfloat16,3.397,Qwen2ForCausalLM,Original,FAILED,2024-07-07 10:53:15,chat,14681184,,False,
AiMavenAi/AiMaven-Prometheus,,8a297d4ebb98d1a835e5a8d202080d5ab969f769,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2025-01-30 09:11:48,merge,13490703,2025-03-09T21:11:38.618447,True,jefferylovely
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,,23dcfc6bf91d84db1c977b151fd0923270d3e3ef,bfloat16,16.537,Qwen2ForCausalLM,Original,FINISHED,2024-10-18 01:28:50,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14749712,2024-10-25T11:31:43.458627,True,CoolSpring
01-ai/Yi-6B,,2f6720d85dbebbf42923991b3314f41ad8dbdb7b,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2025-03-08 20:41:24,fine-tuned,7811130,2024-08-12T14:15:58.627623,True,
AXCXEPT/EZO-AutoCoTRAG-Qwen2.5-32B-Instruct,,302e3ae0bcc50dae3fb69fc1b08b518398e8c407,bfloat16,3.213,MllamaForConditionalGeneration,Original,FINISHED,2025-02-18 04:50:29,🤝 : 🤝 base merges and moerges,8015242,2024-07-25T11:15:06.967285,True,CultriX
01-ai/Yi-1.5-6B-Chat,,8358359ac3152fba1d284b2dcd00a4efc205cc63,bfloat16,3.821,MistralForCausalLM,Original,FINISHED,2024-09-16 02:37:57,🔶 : 🔶 fine-tuned on domain-specific datasets,8094575,2025-03-09T04:15:45.296581,False,CombinHorizon
Dans-DiscountModels/mistral-7b-test-merged,,53b197b95c7a5b0b2fb23e40face26c94805e43e,bfloat16,7.231,Qwen2ForCausalLM,Original,FINISHED,2025-03-09 03:34:45,fine-tuned,14753499,2025-03-06T08:43:32.007739,True,legolasyiu
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.2.0,,5fd16c5b1f70a6548d5ea779b0fa0810bd1af458,float16,10.67,Qwen2ForCausalLM,Original,FINISHED,2024-10-09 13:18:46,chat,14471726,2024-07-29T09:41:43.043300,False,CreitinGameplays
Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,,1ef586b983a01fe9bd2a1d311e411f8fd2db825d,float16,8.03,Qwen2ForCausalLM,Original,FINISHED,2025-03-05 14:55:41,fine-tuned,14017714,2024-09-02T14:30:09.782626,True,
CYFRAGOVPL/Llama-PLLuM-8B-chat,,39e655b61e11cd9a53529c6bdf0e6357b5be6b2c,float16,7.616,LlamaForCausalLM,Original,FINISHED,2024-12-29 05:17:25,multimodal,8673365,2024-09-16T18:18:14.700692,False,BlackBeenie
Daemontatox/Llama3.3-70B-CogniLink,,89f34e5e67378dc38ce0da19d347ea26c23fbca5,bfloat16,14.66,MistralForCausalLM,Original,FAILED,2024-10-22 19:42:46,fine-tuned,13990714,2024-06-17T10:53:42.370699,True,Daemontatox
AnimateBow4809/test,,1d2597e73ce81c7aec291343e84da2cd9e37e126,4bit,0.247,LlamaForCausalLM,Original,FINISHED,2024-12-15 22:44:37,🤝 : 🤝 base merges and moerges,10408088,2024-08-12T22:14:00.851468,False,
Azure99/Blossom-V6-14B,,37e0ac4b64a82964af3b33324629324cbcbf7cda,float16,1.544,LlamaForCausalLM,Original,FINISHED,2024-09-05 02:59:40,fine-tuned,5778450,2024-09-27T12:17:47.299000,True,jeiku
Daemontatox/Cogito-R1,,4672b7de38c2cc390b146d6b6ce7a6dd295d8a0e,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2024-10-19 11:08:56,merge,8094637,2024-11-27T09:40:42.032145,False,BenevolenceMessiah
BramVanroy/GEITje-7B-ultra,,ef5c5f13ab01d574ee0512d618b41177fec19a66,bfloat16,3.213,LlamaForCausalLM,Original,FINISHED,2024-12-29 08:41:54,fine-tuned,8890741,2025-03-10T02:40:09.488830,True,SuperNintendoChalmers
CultriX/SeQwence-14B-EvolMerge,,b4f0e1eed2640df2b75847ff37e6ebb1be217b6c,4bit,14.766,Qwen2Model,Original,FINISHED,2024-06-12 13:39:08,🤝 : 🤝 base merges and moerges,8940176,2024-10-23T15:14:11.041562,False,CultriX
Ba2han/QwQenSeek-coder,,0429951eb30ccdfff3515e711aaa7649a8a7364c,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-10-06 16:35:10,🔶 : 🔶 fine-tuned on domain-specific datasets,14395721,2025-01-19T04:27:52.749763,True,Danielbrdz
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,,a5f780075831374f8850324448acf94976dea504,float16,34.714,MistralForCausalLM,Original,FINISHED,2024-11-12 12:52:10,merge,8095658,2024-08-12T22:00:56.888389,False,CultriX
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored,cognitivess/bella-1-8b,bef2eac42fd89baa0064badbc9c7958ad9ccbed3,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2025-03-11 00:34:46,🤝 : 🤝 base merges and moerges,9334929,2024-12-30T14:03:32.724032,False,3rd-Degree-Burn
3rd-Degree-Burn/Llama-3.1-Squared-8B,,d90f6e36584dc9b367461701e83c833bdeb736f2,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-10-22 22:21:03,🔶 : 🔶 fine-tuned on domain-specific datasets,14409441,2025-01-01T02:48:25.692738,False,Daemontatox
Delta-Vector/Holland-4B-V1,,588a8df0c7bf321fcede62d99102e8901a201ff0,bfloat16,7.242,MixtralForCausalLM,Original,FAILED,2025-01-07 21:52:53,fine-tuned,14377925,2024-09-15T14:41:40.127055,False,Delta-Vector
Azure99/blossom-v5.1-34b,,6574eed7624b12e60253509ea4e208ce27493c9b,float16,8.03,DeciLMForCausalLM,Original,FINISHED,2024-12-21 20:12:16,🔶 : 🔶 fine-tuned on domain-specific datasets,14752980,2024-08-19T14:12:57.136854,True,CultriX
CultriX/Qwen2.5-14B-ReasoningMerge,,540bd352e59c63900af91b95a932b33aaee70c76,bfloat16,32.764,Qwen2ForCausalLM,Original,FAILED,2024-06-27 06:02:46,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2025-02-07T18:27:58.268789,True,Daemontatox
BlackBeenie/Bloslain-8B-v0.2,,64288dd8e3305f2dc11d84fe0c653f351b2e8a9d,bfloat16,10.952,LlamaForCausalLM,Original,FINISHED,2024-12-20 11:59:40,🟢 : 🟢 pretrained,14679757,2024-12-18T02:42:21.461335,True,PocketDoc
CultriX/Qwen2.5-14B-ReasoningMerge,,b96213180934664665855bae599d2a4c2023b68a,bfloat16,25.506,?,Original,FINISHED,2024-12-23 23:27:14,finetuned,8615199,2024-09-02T14:28:30.022322,True,bedio
DeepMount00/Qwen2-1.5B-Ita_v6,,f02384bc12a9b892c3e0fdcd300a1d275d599a89,bfloat16,3.213,LlamaForCausalLM,Original,FAILED,2024-12-05 18:36:30,🔶 : 🔶 fine-tuned on domain-specific datasets,14752985,2025-01-19T11:49:42.569906,True,SuperNintendoChalmers
BAAI/Infinity-Instruct-7M-Gen-mistral-7B,,ef1b582a54bf86ee883ea809cf53b6ffcdf8d023,bfloat16,12.174,LlamaForCausalLM,Original,FINISHED,2025-03-03 09:10:38,🔶 : 🔶 fine-tuned on domain-specific datasets,8094394,2025-03-10T03:19:19.365943,True,DZgas
ClaudioItaly/intelligence-cod-rag-7b-v3,,116561dfae63af90f9d163b43077629e0e916bb1,bfloat16,12.248,Qwen2ForCausalLM,Original,FAILED,2024-07-24 18:36:25,fine-tuned,14689416,2025-02-28T20:35:00.103735,False,hyxmmm
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,,ebcb7f9f30bc172523a827d1ddefeb52b1aba494,float16,8.03,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:16:11,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8899972,2024-09-13T15:32:01.805202,False,Daemontatox
BlackBeenie/Neos-Llama-3.1-base,,0a94c7ddb196107e8bf1b02e31488ff8c17b9eb3,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-12-25 20:30:54,fine-tuned,10333920,2024-12-29T05:23:10.977615,True,Cran-May
Artples/L-MChat-Small,,20d12c01e831675a563c978900bcf291def5f7dd,float16,1.544,MistralForCausalLM,Original,FAILED,2024-06-12 12:26:44,🤝 : 🤝 base merges and moerges,14506235,2024-08-12T10:48:53.963232,False,
DevQuasar/analytical_reasoning_r16a32_unsloth-Llama-3.2-3B-Instruct-bnb-4bit_adapter,,6033f9c74718476922ed65db899a1c7815752ceb,4bit,8.03,Qwen2ForCausalLM,Original,FINISHED,2025-01-26 18:58:04,chat,8771911,2025-01-19T11:32:30.039503,True,PocketDoc
ArliAI/ArliAI-RPMax-12B-v1.1,,681e6db531df0cc3d7806251659b973ed4ff8c8f,float16,8.829,Qwen2ForCausalLM,Original,FINISHED,2024-10-24 15:20:00,merge,14745485,2024-06-16T17:12:13.152792,False,DRXD1000
DavieLion/Llama-3.2-1B-SPIN-iter0,,a8d1e74064a6f5a2cf3f91c153e1ed200f7fe27d,float16,0.218,Qwen2ForCausalLM,Original,FINISHED,2024-11-27 09:40:04,🤝 : 🤝 base merges and moerges,5777975,2024-11-27T09:43:38.173999,True,Delta-Vector
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,,5ede1e388b6b15bc06acd364a8f805fe9ed16db9,bfloat16,7.616,LlamaForCausalLM,Original,FINISHED,2025-03-02 21:59:38,🔶 : 🔶 fine-tuned on domain-specific datasets,14679876,2024-08-12T19:24:20.203685,True,CultriX
Delta-Vector/Darkens-8B,,709e97e4be8ab731f6f81bebd1402db15468b29f,bfloat16,32.296,MistralForCausalLM,Original,FAILED,2025-02-28 13:04:00,fine-tuned,14752986,2024-09-14T22:53:28.999830,False,CultriX
Aryanne/SuperHeart,,beae08105412b6f650ffacfdf7e6ca6dab157f14,bfloat16,0.124,LlamaForCausalLM,Original,FINISHED,2025-02-27 12:02:49,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14615028,2024-11-11T13:34:26.729662,False,BlackBeenie
Danielbrdz/Barcenas-27b,,cf11a5be35e20965978e0c96a043d6e1766047da,float16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:06:49,fine-tuned,13958197,2024-07-22T09:14:11.967413,True,legolasyiu
Cran-May/merge_model_20250308_1,,f87a539a9adddb514b721c929f57c35a6cbf5990,float16,7.0,MllamaForConditionalGeneration,Original,FINISHED,2024-06-12 12:27:29,fine-tuned,7797977,2025-01-01T16:49:47.567697,True,CultriX
Daemontatox/Mini_QwQ,,2f17c5f8d1d718f00ada7bc7b744f51cd33651fc,bfloat16,6.061,?,Original,FAILED,2024-12-31 19:23:02,fine-tuned,8934162,2024-07-18T11:02:29.686523,False,OwenArli
CultriX/Qwen2.5-14B-Ultimav2,,05762859c0efcd44e7aa0043868de67208cde7ff,bfloat16,0.313,?,Original,FINISHED,2025-01-19 04:25:30,fine-tuned,10145021,2024-11-29T16:54:47.808038,True,Corianas
Daemontatox/PathfinderAI5.0,,d4552cdc6f015754646464d8411aa4f6bcdba8e8,float16,10.159,Qwen2ForCausalLM,Original,FINISHED,2024-07-04 21:18:39,multimodal,14756305,2025-03-08T14:02:36.272281,True,bedio
ArliAI/Llama-3.1-8B-ArliAI-RPMax-v1.1, meta-llama/Meta-Llama-3.1-8B-Instruct ,2941a682fcbcfea3f1485c9e0691cc1d9edc742e,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2025-01-05 00:53:35,🤝 : 🤝 base merges and moerges,8095331,2024-07-25T13:46:40.347915,True,CombinHorizon
01-ai/Yi-1.5-6B,,9f838721d24a5195bed59a5ed8d9af536f7f2459,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:23:09,🤝 : 🤝 base merges and moerges,5780185,2025-03-09T03:49:40.665614,False,Daemontatox
CultriX/MergeQwen2.5-14B,,090d9f59c3b47ab8dd099ddd278c058aa6d2d529,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-12-26 16:35:16,🔶 : 🔶 fine-tuned on domain-specific datasets,14749720,,True,
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,,1601d6b025b4a5d58cbe373e59da1626e5ff0da5,bfloat16,23.572,?,Original,FAILED,2025-03-02 22:04:44,fine-tuned,14378507,2024-10-09T13:20:45.338537,True,bedio
DRXD1000/Atlas-7B,,05b8099d33cc43eb065ab4aadb13c5362e1c3cbe,float16,7.242,LlamaForCausalLM,Original,FAILED,2025-03-06 07:03:24,fine-tuned,9076772,2024-11-24T22:52:34.965466,False,CultriX
Aurel9/testmerge-7b,,ae7d23e5f123ed0e6348c8e2704a8ec97eb85cf9,float16,0.362,LlamaForCausalLM,Original,FINISHED,2024-09-12 01:31:26,merge,14016385,2025-03-10T15:39:41.250617,False,Amaorynho
CultriX/Qwenfinity-2.5-14B,,14c6a91351006b7be0aff85292733470ff1b546d,bfloat16,3.696,MllamaForConditionalGeneration,Original,FAILED,2024-09-24 07:17:05,fine-tuned,14691770,2025-02-07T18:31:27.431331,True,CultriX
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,,3f8b0fb6dcc1e9725ba52dd086241d5d9e413100,bfloat16,72.706,Qwen2ForCausalLM,Original,FINISHED,2024-08-05 19:32:13,🤝 : 🤝 base merges and moerges,14747533,2025-01-06T10:10:01.976770,True,CombinHorizon
Daemontatox/NemoR,,bc36be5b5ca3053ae96d85e962249efd0b283c82,bfloat16,6.061,Qwen2ForCausalLM,Original,FINISHED,2024-12-07 05:21:49,fine-tuned,13995561,2024-12-30T13:45:33.172155,True,Daemontatox
01-ai/Yi-1.5-34B-Chat-16K,,f4a147b717ba0e9392f96e343250b00239196a22,float16,7.242,LlamaForCausalLM,Original,FAILED,2024-07-02 03:11:56,chat,8461177,2024-10-28T18:42:09.089132,False,Daemontatox
Azure99/blossom-v5-34b,,4adc7aa9efe61b47b0a98b2cc94527d9c45c3b4f,bfloat16,7.768,LlamaForCausalLM,Original,FINISHED,2024-09-05 00:00:36,🤝 : 🤝 base merges and moerges,11583568,2024-10-28T14:14:52.360850,True,PocketDoc
DavidAU/QwQ-35B-Eureka-Cubed,,60cc366b0648bcb40ed22ebc53d64cc5aca25550,float16,8.03,MistralForCausalLM,Original,FINISHED,2024-12-28 15:20:06,fine-tuned,7686145,2024-09-17T11:13:08.117556,False,DavidAU
ClaudioItaly/Albacus,,d3f6eb2a46fc0fbea1f70c0cc7d0e8b7f25a0f36,float16,1.544,LlamaForCausalLM,Original,FINISHED,2025-02-14 23:07:10,multimodal,8461261,2024-12-18T02:51:16.581856,False,Daemontatox
CombinHorizon/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,,8cfde9604384c50137bee480b8cef8a08e5ae81d,bfloat16,34.714,MistralForCausalLM,Original,FINISHED,2024-06-12 12:26:50,🔶 : 🔶 fine-tuned on domain-specific datasets,14752968,2024-10-09T13:25:42.709439,False,Daemontatox
Daemontatox/SphinX,,ae54351faca8170c93bf1de3a51bf16650f5bcf5,float16,9.242,MistralForCausalLM,Original,FINISHED,2025-03-08 00:14:48,merge,10886314,2025-03-10T02:18:21.289051,True,CoolSpring
AGI-0/Art-v0-3B,,f9a5302a0c4b464c44d79f745b8498ab51dd97de,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-12-11 01:28:21,fine-tuned,8899970,,True,
CortexLM/btlm-7b-base-v0.1,,8e81cfddd97a13d81d6207eb72be8b730a7ca12f,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-07-09 20:02:02,🔶 : 🔶 fine-tuned on domain-specific datasets,8904491,2024-12-20T11:59:41.180632,True,
Daemontatox/Llama_cot,,a207b871d09091847f806a51c2ec879ce91c6040,bfloat16,9.242,MistralForCausalLM,Original,FAILED,2024-10-08 09:22:08,merge,14749711,2025-01-17T21:06:38.993339,True,CultriX
Amu/t1-3B,,2cafbaccd72a457a613c75841a7bbec2e44b7694,bfloat16,32.764,Qwen2ForCausalLM,Original,FAILED,2025-01-19 11:31:33,chat,10332101,2024-10-06T16:47:23.564984,False,
BlackBeenie/Llama-3.1-DarkNova,,e26182b2122f4435e8b3ebecbf363990f409b45b,bfloat16,0.248,MistralForCausalLM,Original,FINISHED,2025-02-06 07:47:14,fine-tuned,7798127,2025-01-13T12:23:15.680855,True,CombinHorizon
AndreasThinks/mistral-7b-english-welsh-translate,,27f15219df2000a16955c9403c3f38b5f3413b3d,bfloat16,8.03,LlamaForCausalLM,Adapter,FINISHED,2024-10-17 04:57:51,🔶 : 🔶 fine-tuned on domain-specific datasets,11832613,2024-09-06T08:20:08.583000,True,CombinHorizon
Daemontatox/PathFinderAI-S1,meta-llama/Meta-Llama-3.1-8B-Instruct,28b2cf24ee46567c55939ec12edc1bf17d445adb,bfloat16,10.67,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:27:34,🤝 : 🤝 base merges and moerges,14596053,2024-10-16T08:05:24.612133,True,Azure99
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,,090ba5a7aa589caddea76e05a6ffa8101ca2c7f9,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2024-10-25 00:25:20,merge,8095116,2025-03-10T02:31:18.822688,False,DeepMount00
CoolSpring/Qwen2-0.5B-Abyme-merge2,,16881ccde1c68bbc7041280e6a66637bc46bfe88,float16,12.248,MllamaForConditionalGeneration,Original,FAILED,2024-07-07 10:54:28,🤝 : 🤝 base merges and moerges,10337969,2025-03-09T01:03:41.047157,False,PerRing
3rd-Degree-Burn/L-3.1-Science-Writer-8B,,8845b1d3c0bc73522ef2700aab467183cbdca9f7,float16,70.554,LlamaForCausalLM,Original,FINISHED,2024-06-27 00:13:44,merge,13995555,2025-03-02T22:04:13.489150,False,PocketDoc
1024m/PHI-4-Hindi-4bit,,1888d339ff13fae8792dddb3f3b5aa18734f650b,bfloat16,103.811,LlamaForCausalLM,Original,FINISHED,2024-10-11 12:47:44,merge,9878560,2025-03-10T13:30:07.923023,True,Davidsv
1024m/Qwen-2.5-14B-Hindi-4bit,,808d578b460382ddc90f8828a4dcd1c58deb7045,bfloat16,14.66,MistralForCausalLM,Original,FINISHED,2024-11-10 07:51:03,multimodal,9878838,2025-03-13T11:54:11.067649,True,AIJUUD
Azure99/blossom-v5-32b,,bc1a37920fb5e3cb64a71a4deda649f33fecb95d,bfloat16,70.554,LlamaForCausalLM,Original,FINISHED,2024-09-18 02:05:25,🔶 : 🔶 fine-tuned on domain-specific datasets,8095665,2024-07-22T09:10:13.279036,False,
Daemontatox/DocumentCogito,,2a7477f34b171d2ae090e57abdbd997546dee242,bfloat16,1.09,Qwen2ForCausalLM,Adapter,FINISHED,2024-06-28 07:02:58,fine-tuned,10756945,2024-12-18T02:54:11.508047,True,
Dampfinchen/Ultra-Instruct-12B,,5ec9c5763ca6662dd897cd292e08014ec10b0d74,float16,10.159,LlamaForCausalLM,Adapter,FINISHED,2024-12-07 04:20:59,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9179924,2024-09-23T07:09:01.940277,True,bedio
Amu/supertiny-llama3-0.25B-v0.1,,5436cda92c65b0ef520d278d864305c0f429824b,bfloat16,76.723,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:27:04,merge,13026957,2024-10-09T13:23:07.089752,True,BenevolenceMessiah
BAAI/Infinity-Instruct-3M-0613-Llama3-70B,,06f4294cfd9d1f4a74c50f43078ea0c1c2ca4458,bfloat16,1.236,MllamaForConditionalGeneration,Original,FAILED,2024-12-20 06:44:45,🤝 : 🤝 base merges and moerges,8095844,2024-09-18T02:06:49.727324,False,invisietch
CohereForAI/c4ai-command-r-v01,,253811a0910e8fa0e6485ca9516d8d610688181e,bfloat16,8.028,Qwen2ForCausalLM,Original,FINISHED,2024-12-07 05:18:45,fine-tuned,8767886,2024-09-05T02:36:31.175845,False,Davidsv
CultriX/Qwen2.5-14B-Wernickev3,,0429951eb30ccdfff3515e711aaa7649a8a7364c,float16,6.738,LlamaForCausalLM,Original,FAILED,2024-08-19 01:57:04,fine-tuned,10334053,2025-02-28T13:12:01.723274,False,Chan-Y
Davidsv/SUONG-1,,9bb64444dcd4d306619ac29bcb32d29299238373,bfloat16,-1.0,LlamaForCausalLM,Original,FINISHED,2025-01-27 20:05:36,pretrained,9984867,2025-03-02T21:01:09.049454,True,CombinHorizon
BAAI/Infinity-Instruct-3M-0625-Llama3-8B,,b3f2b5273bbc996814a25aa9060fd6f4c0d93bca,float16,32.764,Gemma2ForCausalLM,Original,FAILED,2024-12-28 15:20:41,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14691772,2025-02-23T22:36:52.104526,True,Daemontatox
CreitinGameplays/Mistral-Nemo-12B-R1-v0.1,,a5f780075831374f8850324448acf94976dea504,bfloat16,12.174,Qwen2ForCausalLM,Original,FINISHED,2024-10-28 12:52:54,merge,14595793,2025-02-24T03:03:46.530321,True,ClaudioItaly
Cran-May/SCE-2-24B,,974d2d453afdde40f6a993601bbbbf9d97b43606,float16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-12-13 12:37:08,chat,14752976,2024-12-29T07:58:30.665345,False,alozowski
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,,d6e0221f0a3fc019049cc411fddc2bf2f646519e,bfloat16,12.248,LlamaForCausalLM,Original,FAILED,2024-06-12 12:26:37,🤝 : 🤝 base merges and moerges,14745303,2025-03-08T13:54:21.763262,False,Daemontatox
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,,6e97a8f99e4a2411c7498e1126c849abe55a3f29,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2025-02-26 18:46:36,fine-tuned,13679603,2024-06-16T17:30:34.432874,False,DavieLion
Aleph-Alpha/Pharia-1-LLM-7B-control-aligned-hf,,1d2597e73ce81c7aec291343e84da2cd9e37e126,bfloat16,70.554,Qwen2ForCausalLM,Original,FAILED,2025-02-07 18:26:40,fine-tuned,9278994,2024-11-19T20:58:23.144493,True,jeiku
Daemontatox/Sphinx2.0,,e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c,bfloat16,8.03,MixtralForCausalLM,Original,FINISHED,2024-10-11 13:33:17,🟩 : 🟩 continuously pretrained,8094510,2024-12-18T04:23:49.378537,True,CombinHorizon
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-8B,,f740497979293c90fa1cfaa7c446016e107cc2c1,float16,7.242,MistralForCausalLM,Original,FINISHED,2024-10-09 13:19:58,chat,8095303,2024-06-17T09:06:24.366883,True,adamog234
AELLM/gemma-2-aeria-infinity-9b,,52d6f6308eba9c3a0b9116706fbb1ddc448e6101,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-06-26 14:34:07,🔶 : 🔶 fine-tuned on domain-specific datasets,14705627,2025-01-07T21:57:48.068295,False,Azure99
Daemontatox/EyeofHorus,,9a64907f1cba7c950cc4cb02ea817da50f6fe6ab,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-09-13 00:33:27,merge,8096451,2024-09-02T14:36:57.186538,True,Anoshor
CultriX/Qwen2.5-14B-MergeStock,,4faa0ebc54beab39e1f044af1fee3ce44d9b8755,float16,18.405,Qwen2ForCausalLM,Adapter,FAILED,2025-03-09 03:34:03,fine-tuned,5777955,2025-01-16T01:01:27.080256,False,BlackBeenie
6cf/QwQ-32B-Preview-IdeaWhiz-v1,,fa1bd7fb1572ceb861bbbbecfa8af83b29fa8cca,bfloat16,7.768,Gemma2ForCausalLM,Original,FINISHED,2024-11-11 10:59:55,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2024-09-13T16:42:10.558681,True,BramVanroy
Daemontatox/PathFinderAi3.0,,8fd624d0d8989a312d344772814da3575423897a,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2025-03-09 03:34:58,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13318353,2024-10-24T19:34:05.507000,True,Daemontatox
