model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
CultriX/Qwen2.5-14B-Wernicke,,8cfde9604384c50137bee480b8cef8a08e5ae81d,bfloat16,7.0,LlamaForCausalLM,Original,FAILED,2025-03-10 02:17:10,merge,-1,2025-01-17T21:06:38.993339,True,csabakecskemeti
Dans-DiscountModels/12b-mn-dans-reasoning-test-3,,e80eee8915db0a090d5c251af049f53ba98a6c5f,float16,0.218,LlamaForCausalLM,Original,FINISHED,2024-07-04 14:48:51,🔶 : 🔶 fine-tuned on domain-specific datasets,7686145,2025-03-06T08:43:32.007739,False,Aashraf995
CultriX/SeQwence-14B,,5e908f66db8b042c7d9e92c38d21cc3fbebcab65,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2025-02-14 23:07:10,fine-tuned,5777961,2024-12-23T23:28:19.696457,False,CultriX
DeepAutoAI/d2nwg_causal_gpt2,,a310eb51c1cdcd4217e2aa303f7aac938dcc9ae1,float16,14.766,LlamaForCausalLM,Original,FINISHED,2024-08-05 10:18:19,fine-tuned,14506235,2024-10-25T11:02:59.830211,True,Azure99
BlackBeenie/Neos-Llama-3.1-8B,,5436cda92c65b0ef520d278d864305c0f429824b,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-07-04 14:48:38,🤝 : 🤝 base merges and moerges,8095303,2025-03-13T11:54:11.067649,False,Cran-May
Azure99/Blossom-V6-7B,,66d0feb9f54c375520fa6342f3d8f7e2be707101,bfloat16,10.67,LlamaForCausalLM,Original,FINISHED,2024-09-20 03:31:56,🤝 : 🤝 base merges and moerges,10337969,2024-08-12T21:10:30.687989,True,Corianas
Dampfinchen/Llama-3.1-8B-Ultra-Instruct,,423fbcaec045b0f4c3917b6ab974bf28605ceb57,float16,8.829,Qwen2ForCausalLM,Original,FINISHED,2024-12-23 23:26:58,🤝 : 🤝 base merges and moerges,14692926,2024-12-29T02:27:00.638351,True,ClaudioItaly
Danielbrdz/Barcenas-14b-phi-4,,dec16b41d5e94070dbc1f8449a554373fd4cc1d1,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-10-07 18:34:01,🤝 : 🤝 base merges and moerges,14691772,2024-10-28T18:42:09.089132,True,
CohereForAI/c4ai-command-r-plus-08-2024,,a6188cd1807d0d72e55adc371ddd198d7e9aa7ae,bfloat16,3.213,Qwen2ForCausalLM,Original,FAILED,2025-01-16 02:15:28,🤝 : 🤝 base merges and moerges,13490704,2025-01-13T12:04:04.014758,False,
DeepMount00/Qwen2-1.5B-Ita,,8c93accd5589dbb74ee938e103613508c4a9b88d,bfloat16,8.03,MistralForCausalLM,Original,FINISHED,2025-02-28 22:48:01,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8097392,2024-12-18T04:20:56.243537,False,Daemontatox
Daemontatox/ZwZ2_32B,,828fa03c10e9085700b7abbe26f95067fab010fd,bfloat16,12.174,Qwen2ForCausalLM,Original,FINISHED,2024-06-26 17:40:40,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14679757,2024-09-11T14:06:57.841039,True,CombinHorizon
Azure99/blossom-v5-34b,,755df0d9ed26d10744ec1f9dbad8cab88882ce73,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-09-04 10:34:21,fine-tuned,8940176,2024-09-06T08:20:08.583000,True,CultriX
Aculi/Little-Bitch-3B,,ab5dbaaff606538db73b6fd89aa169760104a566,bfloat16,9.242,LlamaForCausalLM,Original,FAILED,2025-03-01 17:49:09,merge,10333920,2024-08-12T14:15:58.627623,True,jeiku
Daemontatox/PathFinderAI-S1,,c098e4b4556c20e81ec9866a820431398eea4dab,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2025-02-18 16:26:48,🔶 : 🔶 fine-tuned on domain-specific datasets,14691862,2024-12-08T16:19:38.795519,False,3rd-Degree-Burn
Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,,622c0a58ecb0c0c679d7381a823d2ae5ac2b8ce1,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2024-12-28 15:20:06,merge,-1,2024-07-25T13:46:40.347915,False,Daemontatox
CultriX/SeQwence-14Bv3,,36c9b3fd7196c6bac0fbe8f1e9c4f4fb3bcc993a,bfloat16,8.829,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:27:22,🤝 : 🤝 base merges and moerges,8094394,2024-06-16T21:23:08.057452,True,PocketDoc
CultriX/Qwen2.5-14B-Emerged,,13a37a145597d0a3ddc1908caade10c224c89680,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2025-03-01 17:49:56,🔶 : 🔶 fine-tuned on domain-specific datasets,14685438,2024-07-25T14:29:42.192187,False,Cran-May
Deci/DeciLM-6b,,a48b7c04b854e5c60fe3464f96904bfc53c8640c,bfloat16,0.362,DeciLMForCausalLM,Original,FINISHED,2024-12-07 04:20:59,merge,13995561,2024-10-28T14:14:52.360850,True,DavidAU
DevQuasar/analytical_reasoning_r16a32_unsloth-Llama-3.2-3B-Instruct-bnb-4bit_adapter,,ac2b889b9d37f28125c4c2109799e479f6bf8e38,bfloat16,16.537,Qwen2ForCausalLM,Original,FINISHED,2024-06-27 08:08:22,merge,9555067,2024-07-25T19:13:14.210166,True,Azure99
CreitinGameplays/Llama-3.1-8B-R1-experimental,,cc78898fad6443ccfe79b956bfde17bd101c15a0,float16,0.247,Qwen2ForCausalLM,Original,FAILED,2025-01-26 18:58:04,fine-tuned,14749779,2024-09-13T15:32:01.805202,False,CultriX
CortexLM/btlm-7b-base-v0.1,,df6b8ed99a44693cfca83e0f676d9f3f2d5d298f,bfloat16,34.981,MixtralForCausalLM,Original,FAILED,2024-07-04 21:18:39,fine-tuned,13579025,2024-08-12T21:04:42.318201,True,flygon250
AicoresSecurity/Cybernet-Sec-3B-R1-V0,,79c734cfcfc59ea5ade94e3f71c840706128a7f2,bfloat16,6.885,LlamaForCausalLM,Original,FINISHED,2024-12-29 16:21:19,fine-tuned,14691793,2024-12-18T02:51:16.581856,True,DavidAU
AtAndDev/Qwen2.5-1.5B-continuous-learnt,,ed35274b035d52760c4bf00ecd28d04045a25f97,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2024-09-18 02:05:25,chat,7816539,2024-08-19T13:55:43.458342,False,hyxmmm
Ahdoot/StructuredThinker-v0.3-MoreStructure,,3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26,bfloat16,3.213,Qwen2ForCausalLM,Original,FAILED,2025-03-10 02:23:09,🟢 : 🟢 pretrained,7812618,2024-11-19T20:46:53.982401,False,bedio
Daemontatox/CogitoZ14,,e1e7da8c75cfd5c44522228599fd4d2990cedd1c,float16,8.03,LlamaForCausalLM,Original,FAILED,2024-07-08 19:52:30,🔶 : 🔶 fine-tuned on domain-specific datasets,5777953,2025-03-10T02:57:13.988318,False,yttria
AI4free/Dhanishtha,,b4f0e1eed2640df2b75847ff37e6ebb1be217b6c,bfloat16,15.664,MllamaForConditionalGeneration,Original,FINISHED,2025-03-09 03:34:03,chat,14595029,2024-09-17T11:13:08.117556,True,Daemontatox
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,,876db86b226fe6eec6f1b02e6c082a6dfe0317e0,4bit,32.764,GPT2LMHeadModel,Original,FINISHED,2024-06-12 12:26:29,🤝 : 🤝 base merges and moerges,8096582,2024-06-16T17:29:12.770814,False,Daemontatox
AIM-ZJU/HawkLlama_8b,,1d15e7941e6ceff5d6e4f293378947bee721a24d,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2025-01-21 06:15:14,fine-tuned,13318353,2024-10-25T11:09:11.593505,False,CreitinGameplays
01-ai/Yi-Coder-9B,,b6bb9172444c07e51ad16e8092d0f23e864a8956,float16,8.03,LlamaForCausalLM,Original,FINISHED,2024-10-16 18:12:55,🟢 : 🟢 pretrained,14471726,2025-02-24T05:38:00.158634,True,Danielbrdz
Daemontatox/Cogito-Ultima,,1ed6a90da30dfd6639f022ff7af74f9872352e9e,float16,32.764,?,Original,FAILED,2024-12-16 05:11:13,merge,8094510,2025-02-23T22:36:52.104526,True,CombinHorizon
Danielbrdz/Barcenas-Llama3-8b-ORPO,,02c4c601453f7ecbfab5c95bf5afa889350026ba,bfloat16,8.03,?,Original,FINISHED,2024-10-28 12:53:20,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14752968,2024-09-20T03:29:18.204391,False,Danielbrdz
DavidAU/Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored,,cf11a5be35e20965978e0c96a043d6e1766047da,float16,3.95,MistralForCausalLM,Original,FINISHED,2025-01-11 06:24:08,pretrained,10103488,2024-11-11T11:01:28.074176,False,JosephusCheung
CoolSpring/Qwen2-0.5B-Abyme-merge2,,8b541ace084aa8c95a4e89c0d4c4c64a74bcdf51,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-10-09 16:19:14,🔶 : 🔶 fine-tuned on domain-specific datasets,8999155,,True,bedio
DavidAU/Qwen2.5-QwQ-35B-Eureka-Cubed,,8896a9c03756dd01a912121946c9f838cebe3c63,float16,7.616,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:12:07,fine-tuned,7811130,2024-12-28T15:25:08.805209,False,Leechael
CoolSpring/Qwen2-0.5B-Abyme-merge3,,9ff20f5dd427e751ada834319bfdd9ea60b5e89c,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-06-12 13:27:56,merge,8460014,2024-08-12T11:39:41.097102,True,DavidAU
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,,24fac6bce6a46df86f9c1795b1c25033dd09ea8a,float16,1.544,LlamaForCausalLM,Original,FINISHED,2025-02-05 20:47:14,chat,7797999,2024-10-04T20:40:40.311514,False,DeepMount00
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-8B,,6f3fe686a79dcbcd5835ca100e194c49f493167b,bfloat16,7.294,GPT2LMHeadModel,Original,FAILED,2024-09-10 03:35:33,🤝 : 🤝 base merges and moerges,14747533,,True,legolasyiu
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,,597a11bc03462e67c98ecc8312a307cb385b9861,bfloat16,12.248,MixtralForCausalLM,Original,FINISHED,2025-03-04 10:32:40,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2024-08-12T22:14:00.851468,False,Amaorynho
Artples/L-MChat-Small,,e0b1e5ec44b5dac34aa3bf99e0faf7c6c3f1390f,bfloat16,14.766,MistralForCausalLM,Original,FINISHED,2024-07-08 16:47:21,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8465501,2024-12-29T09:13:09.395365,True,Shaleen123
CausalLM/preview-1-hf,,71d99f8fb69276422daae61222e57087000c05b0,bfloat16,14.766,Qwen2ForCausalLM,Original,FAILED,2024-10-10 14:01:10,🔶 : 🔶 fine-tuned on domain-specific datasets,8767962,2024-09-13T16:45:13.392751,True,
Darkknight535/OpenCrystal-12B-L3,,881729709fbf263b75e0f7341b66b5a880b82d11,bfloat16,32.296,LlamaForCausalLM,Original,FINISHED,2025-03-02 22:01:09,fine-tuned,10196597,2025-03-02T22:01:11.625304,True,Azure99
DavieLion/Llama-3.2-1B-SPIN-iter3,,b96213180934664665855bae599d2a4c2023b68a,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-08-29 07:17:11,fine-tuned,14749780,2024-08-12T11:38:01.870297,True,
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,Ahmedhany216/Fake-news-gen,35e7781b9dff5aea29576709201d641e5f44440d,bfloat16,8.03,?,Original,FAILED,2024-06-28 07:02:58,🤝 : 🤝 base merges and moerges,14016381,2024-08-12T12:31:54.626652,False,lole25
Amaorynho/BBAI2006,,400974f4c14e78c9f0ea2660748e3b6d5253c350,bfloat16,1.236,LlamaForCausalLM,Original,FINISHED,2024-07-07 15:13:17,merge,11583568,2025-03-06T07:21:02.678531,False,Amaorynho
CreitinGameplays/Mistral-Nemo-12B-R1-v0.1,,58b624e62557ea56b525ead061b6bd92dae37970,bfloat16,12.683,MistralForCausalLM,Original,FAILED,2024-10-08 13:15:12,fine-tuned,11606496,2024-08-12T13:37:39.110827,True,
DZgas/GIGABATEMAN-7B,AiMavenAi/Athena-70B-L3,460053e9de243ea93116f750660db597a27c85b2,float16,12.248,MllamaForConditionalGeneration,Original,FAILED,2024-06-12 13:42:51,fine-tuned,5779915,2024-09-10T09:10:40.072649,True,
Ba2han/QwQenSeek-coder,,31d6fd858f20539a55401c7ad913086f54d9ca2c,bfloat16,7.242,Gemma2ForCausalLM,Original,FAILED,2025-02-19 09:20:55,merge,14614489,2025-02-13T06:22:29.762428,True,AIJUUD
DavieLion/Llama-3.2-1B-SPIN-iter0,,75d877ecb1dd7b92764770153b0113840acd122b,bfloat16,1.236,LlamaForCausalLM,Original,FINISHED,2025-03-09 03:35:22,🟢 : 🟢 pretrained,10958022,2024-10-17T06:08:55.862747,True,Amaorynho
ConvexAI/Luminex-34B-v0.2,,e6fe05febaf35c026fb048f1091bbe9f219c39a8,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-12-08 16:17:45,fine-tuned,7798038,2024-10-10T19:42:46.025317,True,DavieLion
01-ai/Yi-6B,,06f4294cfd9d1f4a74c50f43078ea0c1c2ca4458,bfloat16,7.242,MistralForCausalLM,Adapter,FINISHED,2024-12-25 20:30:54,🔶 : 🔶 fine-tuned on domain-specific datasets,8747388,2024-11-11T13:34:26.729662,False,DRXD1000
CreitinGameplays/Mistral-Nemo-12B-R1-v0.1,,15a9988381fdba15281f1bd6b04c34f3f96120cc,bfloat16,14.66,Qwen2ForCausalLM,Original,FINISHED,2024-12-02 13:08:42,🔶 : 🔶 fine-tuned on domain-specific datasets,14694003,2024-09-05T02:36:31.175845,False,
BlackBeenie/llama-3-luminous-merged,,d544e389f091983bb4f11314edb526d81753c919,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2025-01-26 18:45:26,merge,13490694,2025-01-13T12:49:34.099021,True,CultriX
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,,de6e80a0df81488866124ceb725de64cc10d8b7e,bfloat16,1.777,LlamaForCausalLM,Original,FAILED,2024-10-08 16:57:26,multimodal,14017714,2024-12-29T04:02:54.959118,True,Daemontatox
Dans-DiscountModels/Mistral-7b-v0.3-Test-E0.7,,26a6671a48c0023293c447932798a3ec72b55a29,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-09-13 00:33:27,multimodal,-1,2025-02-06T16:20:58.960025,False,Delta-Vector
DRXD1000/Atlas-7B,,accc28aa00084fe89801baa0885c291d18a031ec,bfloat16,72.7,Qwen2ForCausalLM,Original,FAILED,2025-02-27 12:02:49,fine-tuned,10345646,2025-02-24T03:45:43.113211,True,CultriX
AALF/FuseChat-Llama-3.1-8B-SFT-preview,,02b5050d7e600ce3db81a19638f6043c895d60cf,bfloat16,10.67,LlamaForCausalLM,Original,FAILED,2025-03-02 20:59:08,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14364348,2024-12-01T00:00:30.885821,True,
CohereForAI/c4ai-command-r-v01,DUAL-GPO/zephyr-7b-dpo-new-lora-v1-merged,7dd541d58a3f8ec8da9f7fb59588e72bdadddbbe,bfloat16,1.497,Qwen2ForCausalLM,Original,FINISHED,2024-08-08 23:40:12,chat,8701151,2024-10-09T13:25:42.709439,False,DavidAU
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,,54da2d3373ce9e65c511997ed3f7da9fd648ccb2,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-09-23 09:23:29,fine-tuned,14705627,2024-09-19T03:32:06.994146,False,CultriX
CoolSpring/Qwen2-0.5B-Abyme,,9daa0a45fa8c4018b7fd19e3ccfeea3ca39fc04b,bfloat16,8.03,PhiForCausalLM,Original,FAILED,2025-02-06 06:54:21,chat,13995564,2025-03-05T11:45:58.084573,True,legolasyiu
CognitivessAI/bella-2-8b,,eab065cba5a7a9b08f8b264d61d504c4ecbb611b,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2024-09-22 01:21:06,chat,14694190,2025-03-08T04:14:49.815984,False,PocketDoc
Corianas/Quokka_2.7b,,6d8ceada57e55cff3503191adc4d6379ff321fe2,bfloat16,9.242,LlamaForCausalLM,Original,FINISHED,2024-11-27 09:39:37,fine-tuned,14595028,2025-02-25T18:47:29.586746,True,DeepMount00
Deci/DeciLM-6b-instruct,meta-llama/Llama-3.2-1B,f1ec40ffd8d26633e519ba3370f5e3fc309fce2d,float16,14.766,MistralForCausalLM,Original,FINISHED,2024-06-12 13:42:58,🔶 : 🔶 fine-tuned on domain-specific datasets,8884947,2024-10-23T15:14:11.041562,False,CombinHorizon
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,,b4a466d95091696285409f1dcca3028543cb39da,bfloat16,1.777,Qwen2ForCausalLM,Original,FAILED,2025-01-19 18:33:53,🔶 : 🔶 fine-tuned on domain-specific datasets,14691859,2024-08-19T12:43:48.971969,False,
AIJUUD/JUUD_Barun_GPT_V1,,8b8f3326a5547a424ea5d2104ffc04ad64006503,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-08-10 20:46:39,🟢 : 🟢 pretrained,14752979,2024-08-12T12:33:12.375735,False,Dampfinchen
BAAI/Infinity-Instruct-7M-0729-Llama3_1-8B,,d4552cdc6f015754646464d8411aa4f6bcdba8e8,float16,0.124,MixtralForCausalLM,Original,FINISHED,2025-01-16 00:59:17,🔶 : 🔶 fine-tuned on domain-specific datasets,14017711,2025-02-28T13:27:05.520130,True,CultriX
Daemontatox/RA_Reasoner2.0,,dbb6106453cedda4277e6bff2c86edd154d29946,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2025-03-08 00:14:48,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8767957,2024-08-12T13:33:31.386208,True,SrikanthChellappa
Daemontatox/Cogito-Ultima,,8bad8800d04a06f3f906728ee223cab2f50453a0,float16,1.09,MistralForCausalLM,Original,FINISHED,2024-11-02 14:16:02,fine-tuned,6693790,2025-01-13T13:00:55.656211,True,bedio
CultriX/MergeStage2v3,,6915a51631ff005cd686d1dac0ec570d0b197014,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2025-02-07 18:26:40,fine-tuned,14364386,2024-07-22T09:14:11.967413,False,BenevolenceMessiah
DUAL-GPO/zephyr-7b-dpo-0k-15k-0.001-i1,,5ec9c5763ca6662dd897cd292e08014ec10b0d74,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-10-10 19:40:46,fine-tuned,8653574,2024-12-31T19:23:49.382522,True,DRXD1000
Daemontatox/AetherUncensored, meta-llama/Meta-Llama-3.1-8B-Instruct ,bf7686fb36203e0e09f3f92cd8c5e0ab385d5335,bfloat16,-1.0,DeciLMForCausalLM,Original,FINISHED,2024-12-13 10:18:35,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9574342,2025-02-24T02:59:52.795565,True,BramVanroy
DeepMount00/Qwen2-1.5B-Ita_v2,,d9bb11fb02f8eca3aec408912278e513377115da,bfloat16,7.616,Gemma2ForCausalLM,Original,FAILED,2024-07-29 15:58:31,merge,13489312,2024-08-12T11:20:10.966718,False,alozowski
CultriX/Qwenfinity-2.5-14B,,b7dd53b35d0c7c9e162cd336f5c9d8a13dbf6992,bfloat16,1.777,LlamaForCausalLM,Original,FINISHED,2024-07-24 18:36:25,🔶 : 🔶 fine-tuned on domain-specific datasets,7817223,2024-12-18T04:00:17.048923,False,CultriX
AINovice2005/ElEmperador,,82c83d670a8954f4250547b53a057dea1fbd460d,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-11-25 22:28:37,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14749720,2025-02-27T12:08:56.909698,False,CultriX
Alepach/notHumpback-M1,,2b21473c8a086f8d0c54b82c3454bf5499cdde3a,float16,4.513,Gemma2ForCausalLM,Original,FINISHED,2025-02-26 18:46:36,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14749721,2025-03-07T22:39:44.596381,True,Daemontatox
152334H/miqu-1-70b-sf,,d8d86c6dc1b693192931b02e39290eca331ae84e,bfloat16,8.03,MistralForCausalLM,Original,FAILED,2024-06-13 18:10:21,chat,8095293,2024-06-17T09:06:24.366883,True,Chan-Y
Daemontatox/EyeofHorus,,0aca33fd7500a781d041e8bf7e5e3789b03f54f4,bfloat16,76.723,Qwen2ForCausalLM,Original,FINISHED,2025-01-11 06:25:32,fine-tuned,14745421,2024-06-17T10:53:22.862324,False,Daemontatox
AXCXEPT/Borea-Phi-3.5-mini-Instruct-Jp,,2fe6c3d94e567367edd79ac6d27ff572d91a8b8b,float16,5.335,MistralForCausalLM,Original,FINISHED,2025-02-16 05:59:32,🔶 : 🔶 fine-tuned on domain-specific datasets,14689416,2025-01-27T20:09:01.613292,False,CultriX
CultriX/Qwen2.5-14B-HyperMarck-dl,,89f34e5e67378dc38ce0da19d347ea26c23fbca5,float16,103.811,Qwen2ForCausalLM,Adapter,FINISHED,2024-09-04 23:58:00,🔶 : 🔶 fine-tuned on domain-specific datasets,14681386,2024-11-27T09:43:38.173999,False,CombinHorizon
AXCXEPT/EZO-Qwen2.5-72B-Instruct,,7fc79144d17da44c736f6f4a0ea32b8c9152718a,bfloat16,14.766,MllamaForConditionalGeneration,Original,FAILED,2025-03-09 04:16:29,chat,14586836,2024-09-14T04:38:05.201253,False,
BEE-spoke-data/Meta-Llama-3-8Bee,meta-llama/Llama-2-7b-chat-hf,641aac3f105805414efe0a55b18736dce73da0a0,bfloat16,72.706,Qwen2ForCausalLM,Original,FAILED,2025-01-14 15:09:52,fine-tuned,8095334,2025-02-26T19:02:46.364408,True,CombinHorizon
Daemontatox/Cogito-R1,,f811864e769f380bf3b5108103792a5cbe830712,bfloat16,28.309,Qwen2ForCausalLM,Original,FAILED,2024-07-11 07:39:17,fine-tuned,8095324,2025-02-24T03:15:47.610372,True,Daemontatox
BlackBeenie/Neos-Phi-3-14B-v0.1,,1d2597e73ce81c7aec291343e84da2cd9e37e126,bfloat16,0.63,LlamaForCausalLM,Original,FINISHED,2024-09-22 08:09:45,fine-tuned,5777975,2025-01-30T11:10:01.777692,True,Daemontatox
Daemontatox/AetherSett,,d4af4d73ba5fea0275fd1e3ba5102a79ac8009db,bfloat16,12.248,LlamaForCausalLM,Original,FAILED,2024-11-21 03:32:13,🔶 : 🔶 fine-tuned on domain-specific datasets,14470141,2024-12-18T03:00:27.043650,False,Daemontatox
CultriX/Qwen2.5-DeepHyper,,1789345da11489c55c12c8fc21c68c5789956ad1,bfloat16,7.242,?,Adapter,FAILED,2024-07-24 07:40:39,🤝 : 🤝 base merges and moerges,14598190,2024-10-28T16:45:28.093283,False,
BoltMonkey/SuperNeuralDreadDevil-8b,,1e6d2d17ebda8d70c1d332b85518467ebae27c87,float16,8.714,Qwen2ForCausalLM,Original,FINISHED,2024-09-21 07:17:19,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8095124,2024-09-21T16:33:10.577626,False,Caesarisnotasalad
AXCXEPT/EZO-AutoCoTRAG-Qwen2.5-32B-Instruct,,c6e394cc0579423c9cde6df6cc192c07dae73388,bfloat16,70.554,LlamaForCausalLM,Original,FAILED,2024-10-11 12:47:44,chat,8904822,2024-10-09T13:23:07.089752,False,gr0010
DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,,cc054cf5953252d0709cb3267d1a85246e489e95,bfloat16,14.66,CohereForCausalLM,Original,FINISHED,2025-02-28 13:05:27,chat,9973190,2024-12-20T11:59:41.180632,True,DeepMount00
Aleph-Alpha/Pharia-1-LLM-7B-control-aligned-hf,,d24d927d110786097dba5512d12f9311c49c4ddc,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:23:51,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14395559,2024-10-08T06:30:11.731109,True,BlackBeenie
BSC-LT/salamandra-7b-instruct,,bf2b658dd404c423228e7001498bd69c2d147da2,bfloat16,32.764,Qwen2ForCausalLM,Original,FAILED,2025-02-22 13:20:31,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2025-02-23T21:10:05.871982,False,CombinHorizon
Davidsv/SUONG-3,,99ede7d64184a107a405eea01f0a3eb5dc9f669a,float16,2.879,Qwen2ForCausalLM,Original,FAILED,2025-03-09 00:58:38,chat,5780185,2025-03-09T01:07:58.776795,False,bedio
BEE-spoke-data/zephyr-220m-dpo-full,,6b74d29b20a99f2cc681967178c98413f933f982,bfloat16,12.248,LlamaForCausalLM,Original,FAILED,2025-01-17 06:42:02,🔶 : 🔶 fine-tuned on domain-specific datasets,14395507,2024-12-07T04:23:46.082534,True,
DavidAU/L3-Lumimaid-12.2B-v0.1-OAS-Instruct,,7b626e50b6c35fcb064b8b039fcf30eae01c3fae,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2024-08-26 09:38:03,chat,13957039,2024-09-27T12:17:47.299000,False,
Aoyinke/qwen2-merged,,6a477b347fa6c0ce76bcaf353ddc282dd1cc75c3,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-12-10 22:43:48,fine-tuned,14690927,2024-11-19T22:10:13.302788,True,BenevolenceMessiah
Aashraf995/Gemma-Evo-10B,,2c03a29761e4174f20347a60fbe229be4383d48b,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-07-04 14:47:24,🤝 : 🤝 base merges and moerges,10885446,2025-01-01T02:48:25.692738,True,DavidAU
007ankit/mergekit-ties-xxazzps,,71d99f8fb69276422daae61222e57087000c05b0,bfloat16,10.952,LlamaForCausalLM,Adapter,FAILED,2025-01-02 10:24:07,fine-tuned,9396388,2024-12-23T23:34:13.059234,True,Daemontatox
DUAL-GPO/zephyr-7b-dpo-0k-15k-i1-merged,,39b96b8ceca904a96a5e3e524c2a9513f1850bdd,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2025-03-05 10:42:57,🤝 : 🤝 base merges and moerges,9984867,2024-10-20T16:37:18.213783,True,Daemontatox
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,,01ba58653bac94e7e5b23f49ed82c5c1decd92ea,bfloat16,3.086,LlamaForCausalLM,Original,FINISHED,2024-09-21 16:32:41,fine-tuned,14018174,2024-11-27T09:37:38.444903,True,Daemontatox
Daemontatox/TinySphinx2.0,,08b69cfa4240e2009c80ad304f000b491d1b8c38,bfloat16,14.77,Qwen2ForCausalLM,Original,FAILED,2025-02-18 04:50:29,🔶 : 🔶 fine-tuned on domain-specific datasets,14767815,2024-12-19T04:48:14.361428,True,AndreasThinks
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,,84a1d35d91b862a5cfc65988d4a0f65033b34c47,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-06-27 00:13:44,chat,-1,2024-07-22T09:21:53.904671,False,
CYFRAGOVPL/PLLuM-12B-base,,d30a7a121c2ef5dc14004cfdf3fd13208dfbdb4f,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2024-12-26 16:35:16,🔶 : 🔶 fine-tuned on domain-specific datasets,14089081,2024-08-21T13:22:47.315374,True,CoexistAI
CYFRAGOVPL/Llama-PLLuM-70B-chat,,8a297d4ebb98d1a835e5a8d202080d5ab969f769,bfloat16,4.65,LlamaForCausalLM,Adapter,FINISHED,2024-12-21 20:12:16,fine-tuned,14679838,2024-06-17T09:56:20.868600,True,CultriX
