episode_id,source_path,outcome,num_frames,num_track_points,external_cameras,wrist_camera,cameras_with_2d_tracks,cam2base_calibration,fx,fy,cx,cy,width,height,k1,k2,p1,p2,k3
,,,,,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-26-17h-44m-26s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_17:44:26_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8249161858724466, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7923439039521221, '22008760_source': 'GT'}}",732.2020874023438,524.4050903320312,640.0441284179688,344.0086975097656,1280.0,720.0,,0.0,0.0,0.0,
,,,,,,,,,524.374755859375,732.2020874023438,,370.2774963378906,1280.0,,0.0,0.0,0.0,,0.0
,,,,,,,,,531.933349609375,524.4066162109375,639.7762451171875,370.2778625488281,1280.0,,0.0,0.0,0.0,,
,,,316.0,,"['24400334', '22008760']",18026681,"['24400334', '22008760', '18026681']",,732.2020874023438,524.3165893554688,640.0441284179688,370.2780456542969,,720.0,,,0.0,0.0,0.0
,,failure,,,,,"['24400334', '22008760', '18026681']",,531.9148559570312,524.3921508789062,639.7753295898438,370.27783203125,1280.0,720.0,,0.0,,0.0,0.0
,,failure,,,"['24400334', '22008760']",,,,531.9974365234375,,636.1524047851562,344.0083312988281,1280.0,,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-46m-05s,AUTOLab/failure/2023-07-21/Fri_Jul_21_13:08:56_2023,,,,,,,,732.2020874023438,524.2703857421875,636.1522216796875,344.0086669921875,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,123.0,960.0,,,"['24400334', '22008760', '18026681']",,531.795654296875,524.3765869140625,639.7767944335938,,1280.0,720.0,,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-26-16h-54m-22s,,failure,,,,,"['22008760', '24400334', '18026681']",,732.2020874023438,,640.0441284179688,,,,0.0,0.0,0.0,0.0,0.0
,,failure,,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-12-11h-46m-23s': {'relative_path': 'AUTOLab/failure/2023-07-12/Wed_Jul_12_11:46:23_2023', '24400334': [0.28262860851794736, -0.410676315752056, 0.30162299782397456, -1.9176107263736892, -0.044151519914086945, -0.3991212299294389], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6143054715187138, '24400334_source': 'GT', '22008760': [0.4597377308116496, 0.5007354335941592, 0.41064965675885046, -1.88379992610028, 0.056762868761253804, -2.7119672154756307], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.6163558106169297, '22008760_source': 'GT'}}",732.2020874023438,531.795654296875,,370.27783203125,,720.0,0.0,0.0,,0.0,0.0
,,,,,"['22008760', '24400334']",,,"{'AUTOLab+5d05c5aa+2023-07-07-18h-53m-28s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:53:28_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6326908190547299, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7450427591391786, '22008760_source': 'GT'}}",732.2020874023438,,,344.0085754394531,,720.0,0.0,0.0,0.0,,
AUTOLab+5d05c5aa+2023-07-07-10h-38m-48s,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:07:19_2023,failure,,,,,,,,732.2020874023438,640.0441284179688,,,720.0,,0.0,,0.0,0.0
,,,,,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-21-13h-15m-28s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_13:15:28_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8544328695272092, '22008760_source': 'GT', '24400334': [0.0853544763247407, -0.33513186666519823, 0.32340165132298665, -1.903677723335423, -0.13554533388929624, -0.8524922779680668], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 30068.0, '24400334_source': 'Pred'}}",524.2908325195312,,636.1517333984375,,1280.0,,0.0,0.0,0.0,,0.0
,,failure,,,,,,,531.9598999023438,732.2020874023438,,344.00897216796875,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,447.0,960.0,"['24400334', '22008760']",18026681,"['24400334', '22008760', '18026681']",,524.372314453125,531.785400390625,640.0441284179688,370.2771301269531,1280.0,720.0,0.0,0.0,0.0,,
,,,,,,,,,732.2020874023438,524.385009765625,640.0441284179688,365.7880554199219,,720.0,,,,0.0,0.0
,,,260.0,960.0,"['24400334', '22008760']",,,,531.8297119140625,,636.1525268554688,344.0091552734375,,720.0,,0.0,0.0,,0.0
,,,68.0,960.0,"['22008760', '24400334']",,,,524.3165893554688,524.4291381835938,,,1280.0,720.0,,0.0,,,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_15:47:04_2023,,233.0,,,,,,732.2020874023438,531.8178100585938,640.0441284179688,,1280.0,,0.0,,0.0,0.0,
,,,,,"['24400334', '22008760']",,,,732.2020874023438,531.7913208007812,636.15283203125,344.0085144042969,1280.0,720.0,0.0,,0.0,0.0,
,,,,,,,,,531.8238525390625,531.8477783203125,636.1522216796875,365.7880554199219,,,0.0,0.0,0.0,,0.0
,,,,,"['22008760', '24400334']",,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-14-16h-54m-08s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:54:08_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.913074788460464, '24400334_source': 'GT', '22008760': [0.17419591747423258, 0.5969379273676865, 0.39680844991466563, -2.049959327698902, -0.10908911723248726, -2.6277648703237695], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 54417.0, '22008760_source': 'Pred'}}",531.8135375976562,732.2020874023438,640.0441284179688,365.7880554199219,,,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:27:07_2023,,,960.0,,,,,531.6673583984375,531.9559936523438,639.7750244140625,365.7880554199219,,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-10h-39m-19s,,,,,,18026681,,,,524.3485717773438,636.1519775390625,365.7880554199219,1280.0,720.0,,0.0,0.0,0.0,0.0
,,failure,,,,18026681,"['24400334', '22008760', '18026681']",,732.2020874023438,,636.1524658203125,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-26-16h-42m-23s,AUTOLab/failure/2023-07-23/Sun_Jul_23_21:26:26_2023,,,,,,,,732.2020874023438,732.2020874023438,636.151611328125,344.00830078125,1280.0,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:53:21_2023,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-52m-02s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:52:02_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9160799617217744, '24400334_source': 'GT', '22008760': [0.15478161985412417, 0.562651962164686, 0.3814195405286103, -2.028250872362968, -0.10863982927345472, -2.5965958771834767], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 47256.0, '22008760_source': 'Pred'}}",732.2020874023438,732.2020874023438,636.1522216796875,370.27789306640625,1280.0,,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-13-11h-30m-21s,,,,,,,,,732.2020874023438,531.7891235351562,,370.2779541015625,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,,,,,,,732.2020874023438,639.7763061523438,365.7880554199219,,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-07/Fri_Jul__7_16:18:48_2023,failure,56.0,,,,,,531.8556518554688,732.2020874023438,640.0441284179688,365.7880554199219,1280.0,,0.0,0.0,,0.0,0.0
,,,,,,,"['22008760', '24400334', '18026681']","{'AUTOLab+5d05c5aa+2023-07-07-16h-12m-00s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_16:12:00_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8553125363383617, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7494452269249866, '22008760_source': 'GT'}}",,732.2020874023438,639.7761840820312,370.27789306640625,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-07-18h-53m-55s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_18:53:55_2023', '24400334': [0.3410548434309728, -0.49961799792186623, 0.3191228255018359, -1.9061200778417922, 0.14737253683234264, -0.5755984886875146], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 7.777271747589111, '24400334_source': 'Pred', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9221375967772393, '22008760_source': 'GT'}}",,,636.1522216796875,344.0083923339844,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['22008760', '24400334']",,,,,732.2020874023438,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,,,0.0
,,,,,"['24400334', '22008760']",18026681,"['22008760', '24400334', '18026681']","{'AUTOLab+5d05c5aa+2023-07-26-16h-56m-50s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_16:56:50_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6853617882775574, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8785739283920936, '22008760_source': 'GT'}}",524.3443603515625,,639.7763671875,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,0.0
,,failure,,,,,,"{'AUTOLab+84bd5053+2023-07-21-14h-43m-24s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_14:43:24_2023', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9260467689703992, '22008760_source': 'GT', '24400334': [0.09900810884496601, -0.3434602424048092, 0.30021140429163035, -1.898703494293399, -0.13920583699046252, -0.8273121348048379], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 24780.0, '24400334_source': 'Pred'}}",,524.3883056640625,640.0441284179688,370.2779846191406,1280.0,,0.0,0.0,,0.0,0.0
,,,,960.0,"['24400334', '22008760']",18026681,,,531.873046875,732.2020874023438,,370.277587890625,1280.0,,,0.0,0.0,0.0,0.0
,,failure,,,,,,,524.3784790039062,732.2020874023438,639.777587890625,365.7880554199219,1280.0,720.0,0.0,0.0,,,0.0
,,,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-08-11h-27m-42s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_11:27:42_2023', '22008760': [0.38777069945964626, 0.5420482156192157, 0.33777032082925224, -1.9698232886923521, -0.20537602807212219, -2.4292809896149525], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8774577128813069, '22008760_source': 'GT', '24400334': [0.19944340485488418, -0.3243664619028445, 0.3299095630612771, -1.9238325437017432, 0.004614273455689988, -0.6043361957955147], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 39371.0, '24400334_source': 'Pred'}}",524.3909912109375,531.9161376953125,640.0441284179688,370.2777099609375,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:27:56_2023,,,960.0,,,,"{'AUTOLab+84bd5053+2023-07-14-17h-26m-03s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:26:03_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8858411224469017, '24400334_source': 'GT', '22008760': [0.17169378590714793, 0.5921755009837228, 0.40858499343622773, -2.0608713165318786, -0.11408009847792622, -2.6232440748660517], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 51782.0, '22008760_source': 'Pred'}}",732.2020874023438,531.8611450195312,,370.2782287597656,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,,,,18026681,,,531.9303588867188,531.8009033203125,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,
AUTOLab+84bd5053+2023-07-21-15h-28m-09s,,,350.0,960.0,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,,531.83837890625,636.1514892578125,370.2779235839844,1280.0,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:31:41_2023,failure,,,,,,,531.8875122070312,732.2020874023438,639.7771606445312,365.7880554199219,,720.0,0.0,0.0,,,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:09:06_2023,,639.0,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,732.2020874023438,524.4114990234375,,,1280.0,720.0,,,0.0,0.0,
,,failure,,,"['24400334', '22008760']",,,,524.3943481445312,531.9052124023438,,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,0.0
,,failure,153.0,,,,,,531.8438110351562,732.2020874023438,639.776123046875,370.2778015136719,1280.0,,,,,0.0,0.0
,,,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-21-13h-08m-56s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_13:08:56_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8250621681082979, '22008760_source': 'GT', '24400334': [0.08928827549519447, -0.3779084869656587, 0.31429682306737267, -1.8915300529547212, -0.14033155286822319, -0.83559203394825], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 31248.0, '24400334_source': 'Pred'}}",531.808349609375,524.3334350585938,636.1514892578125,344.00860595703125,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-13-11h-13m-10s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:13:10_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6712622629169391, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8442770182616506, '22008760_source': 'GT'}}",524.4033813476562,524.4509887695312,639.7777709960938,,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",,,,531.7913208007812,524.372314453125,,,1280.0,,0.0,0.0,0.0,0.0,0.0
,,failure,,,,,,,531.8467407226562,732.2020874023438,640.0441284179688,344.0085754394531,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,107.0,,,,"['24400334', '22008760', '18026681']",,531.8714599609375,531.7801513671875,640.0441284179688,365.7880554199219,,,0.0,0.0,0.0,0.0,
,,,,960.0,,,,,524.3995361328125,524.3804931640625,,344.0091247558594,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,,,"['24400334', '22008760']",,,,,524.3642578125,,344.0085144042969,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-26-16h-54m-22s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_16:54:22_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7581115799997675, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9100738396624473, '22008760_source': 'GT'}}",531.9559936523438,524.4526977539062,640.0441284179688,,,,0.0,0.0,,,0.0
,,,,,,,,,524.3672485351562,531.722900390625,639.7772827148438,365.7880554199219,,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:30:21_2023,,,,,,"['24400334', '22008760', '18026681']",,524.4042358398438,531.7695922851562,,,1280.0,,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-19h-00m-28s,,,132.0,,,,,,531.8076782226562,732.2020874023438,636.1517333984375,,,720.0,0.0,0.0,,0.0,0.0
,,,,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,,636.1505126953125,344.00848388671875,,,,,,0.0,0.0
,,,,960.0,,,"['24400334', '22008760', '18026681']",,732.2020874023438,531.8634643554688,,370.2779235839844,,720.0,,,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-15h-32m-30s,,,,,"['22008760', '24400334']",,,"{'AUTOLab+84bd5053+2023-07-14-16h-54m-39s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:54:39_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8792412555818917, '24400334_source': 'GT', '22008760': [0.1708196968440846, 0.5962699389448913, 0.3992265381752701, -2.0463117476769206, -0.11787377748457861, -2.6252745734475793], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 53115.0, '22008760_source': 'Pred'}}",,,,,1280.0,,,0.0,0.0,,
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:54:08_2023,,,960.0,"['24400334', '22008760']",,,"{'AUTOLab+5d05c5aa+2023-07-07-19h-00m-28s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_19:00:28_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6540384564240312, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.773224043715847, '22008760_source': 'GT'}}",531.8655395507812,524.4288330078125,640.0441284179688,365.7880554199219,,,0.0,,0.0,0.0,0.0
,,failure,141.0,960.0,,18026681,,,524.4509887695312,,639.7775268554688,344.0088806152344,1280.0,720.0,0.0,0.0,,,0.0
,,failure,,,,,,,524.4066162109375,531.8741455078125,640.0441284179688,370.2778625488281,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,,,,,,,,640.0441284179688,344.0089111328125,1280.0,,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:20:04_2023,failure,122.0,,"['22008760', '24400334']",,,,,732.2020874023438,639.7777709960938,370.2778015136719,1280.0,,,0.0,0.0,0.0,0.0
,,,,,,,,,524.4069213867188,732.2020874023438,636.1508178710938,,1280.0,720.0,0.0,,0.0,0.0,
AUTOLab+84bd5053+2023-07-21-13h-15m-28s,AUTOLab/failure/2023-07-08/Sat_Jul__8_10:00:17_2023,,,960.0,"['24400334', '22008760']",,,,,732.2020874023438,639.777099609375,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_15:58:46_2023,,,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,531.82177734375,732.2020874023438,640.0441284179688,365.7880554199219,1280.0,,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,732.2020874023438,,636.1526489257812,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_14:42:01_2023,,,,,,,,524.4050903320312,,,370.2774658203125,1280.0,,0.0,0.0,0.0,0.0,0.0
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-16h-27m-21s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_16:27:21_2023', '24400334': [0.30003995443526366, -0.4658078662612428, 0.3150260527908532, -1.8838427680005083, 0.07737475858958254, -0.7168887900569086], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7771299381247025, '24400334_source': 'GT', '22008760': [0.42155542255650963, 0.4283417332661078, 0.34060748682701825, -2.0115951547787603, -0.10234365161883052, -2.3089979996777203], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8510951151537949, '22008760_source': 'GT'}}",524.4942016601562,524.3220825195312,636.1521606445312,,1280.0,720.0,0.0,0.0,,0.0,0.0
,,failure,,960.0,,18026681,,"{'AUTOLab+84bd5053+2023-07-08-10h-00m-17s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:00:17_2023', '22008760': [0.3779765552622767, 0.5513553373457829, 0.3428649995747571, -2.0062895619791954, -0.13030313054401077, -2.237826943011561], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7059737032819132, '22008760_source': 'GT', '24400334': [0.19754364156722592, -0.32921640275576325, 0.3119765084582113, -1.9062118133222472, 0.0013675816842506627, -0.6252467676050629], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 33368.0, '24400334_source': 'Pred'}}",732.2020874023438,524.45751953125,639.775146484375,,1280.0,720.0,0.0,0.0,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-23-22h-02m-53s,,failure,,960.0,"['24400334', '22008760']",18026681,"['22008760', '24400334', '18026681']",,,732.2020874023438,640.0441284179688,344.0086364746094,1280.0,720.0,0.0,,0.0,,0.0
,,,,,"['24400334', '22008760']",18026681,,"{'AUTOLab+84bd5053+2023-07-14-17h-15m-08s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:15:08_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8317031788013374, '24400334_source': 'GT', '22008760': [0.15560431088001223, 0.5761599123757485, 0.38638958340603163, -2.0361421298388818, -0.11037969394351244, -2.602968741991253], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 52471.0, '22008760_source': 'Pred'}}",524.37158203125,531.8941040039062,,370.2769775390625,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,,960.0,,,,"{'AUTOLab+84bd5053+2023-07-14-17h-00m-11s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:00:11_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9095631058505769, '24400334_source': 'GT', '22008760': [0.1836834298185894, 0.629381023612198, 0.3961941076212814, -2.039684554619058, -0.11820045611475205, -2.655315264940879], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 60071.0, '22008760_source': 'Pred'}}",524.366943359375,531.8335571289062,,370.2778015136719,1280.0,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:25:34_2023,,,,"['24400334', '22008760']",,"['22008760', '24400334', '18026681']",,732.2020874023438,732.2020874023438,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,,,,,"['22008760', '24400334', '18026681']",,,531.8129272460938,639.7763061523438,365.7880554199219,,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:26:03_2023,failure,,,,,,,531.871337890625,524.3737182617188,,,1280.0,720.0,0.0,,0.0,,
,,,,,,,"['24400334', '22008760', '18026681']",,524.4244995117188,,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,875.0,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-14h-54m-22s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_14:54:22_2023', '22008760': [0.38394799416047826, 0.5194058026771122, 0.3380818926772482, -1.9916617096199483, -0.18304978168904396, -2.2208430828155064], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7017095634620237, '22008760_source': 'GT', '24400334': [0.18181367474576784, -0.43845882352345716, 0.3106139888231517, -1.8663964349314937, -0.11122787369787535, -1.0077944350451788], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 44479.0, '24400334_source': 'Pred'}}",524.3765869140625,531.8046875,,344.0083923339844,1280.0,,0.0,,,0.0,0.0
,,,87.0,960.0,,,,"{'AUTOLab+84bd5053+2023-07-21-12h-30m-58s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:30:58_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8638645875478381, '22008760_source': 'GT', '24400334': [0.08823400031488662, -0.36474638224720274, 0.3220062847388164, -1.901684584833659, -0.13733217828095912, -0.8443691942547664], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 26680.0, '24400334_source': 'Pred'}}",,732.2020874023438,639.776123046875,370.27801513671875,,,0.0,0.0,,0.0,
,,,,960.0,,18026681,,,,,639.778076171875,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-26-17h-05m-24s,,,280.0,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,524.3804931640625,531.861572265625,,365.7880554199219,1280.0,,0.0,0.0,0.0,0.0,0.0
,,,72.0,,,,,,531.8129272460938,524.4212036132812,639.7761840820312,344.00897216796875,1280.0,720.0,0.0,0.0,0.0,0.0,
